Usuario,Fecha,Polaridad,Contenido
periodistas21,2012-02-19T20:24:18,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Facebook', 'value': 'P+', 'type': 'AGREEMENT'}]",Más aplicaciones de medios en Facebook para llegar al público joven http://t.co/zmUPXXB3 Con un medio de amigos es +fácil crear lectores
mariviromero,2012-02-19T20:27:28,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'CongresoPP', 'value': 'P+', 'type': 'AGREEMENT'}]","Moderación, humildad, sencillez, transparencia, participación y respeto a los demás es lo que se respiraba en el #17CongresoPP ;-))"
carlosecue,2012-02-19T20:33:16,"{'value': 'NONE', 'type': 'AGREEMENT'}",Las entrevistas de Cospedal mañana (previsiones del PP) 08:40.- Telecinco08:50.- Onda Cero09:00.- Cadena Ser09:10.- ... http://t.co/d2xquEuZ
carlosecue,2012-02-19T20:35:45,"{'value': 'NONE', 'type': 'AGREEMENT'}",@anapastor_tve si pongo los nombres de los programas me voy a un folio!
alfonsomerlos,2012-02-19T21:35:07,"{'value': 'NEU', 'type': 'DISAGREEMENT'}","Con las proclamas antiPP, anticapitalistas y anticlericales del 19F y con los #premiosgoya España encara un nuevo amanecer. Se ve claro"
marodriguezb,2012-02-19T21:40:05,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'Barça', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Valencia', 'value': 'P', 'type': 'AGREEMENT'}]",Barça 0-1 Valencia.
SSantiagosegura,2012-02-19T21:47:32,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'los_Goya', 'value': 'P+', 'type': 'AGREEMENT'}]",Voy a los Goya a entregar el premio al actor revelación...Y a hacer algunas observaciones sobre como suelen votar los académicos(me incluyo)
marodriguezb,2012-02-19T21:53:09,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Barça', 'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Valencia', 'value': 'NEU', 'type': 'AGREEMENT'}]",Barça 1-1 Valencia
AlexdelaIglesia,2012-02-19T21:59:47,"{'value': 'NONE', 'type': 'AGREEMENT'}",Empieza...
SSantiagosegura,2012-02-19T22:05:17,"{'value': 'NONE', 'type': 'AGREEMENT'}",Todos viendo el numerito musical! http://t.co/fWF4aIOW
mgilguerrero,2012-02-19T22:24:10,"{'value': 'N', 'type': 'DISAGREEMENT'}","Recién llegado de Sevilla y me encuentro con esto: http://t.co/f2Gxfxi2 ""Fascistas...terroristas..payasa..."". Abrazo a los colegas"
PilarGGranja,2012-02-19T22:31:04,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Silvia_Abascal_Estrada', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'premiosgoya', 'value': 'P+', 'type': 'AGREEMENT'}]",Espectacular Silvia Abascal después de su enfermedad. Que bien! #premiosgoya
rafam_simancas,2012-02-19T22:36:06,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'los_Goya', 'value': 'N', 'type': 'AGREEMENT'}]","RT: jaja “@CURROSANTOS: @rafam_simancas A este paso va a acabar antes la película ""Doctor Zhivago"" que la gala de los Goya”"
PilarGGranja,2012-02-19T22:43:59,"{'value': 'N+', 'type': 'AGREEMENT'}","Pero Xq hay q ser tan mal hablado en el mundo del cine? Es un esfuerzo decir 1 palabrota cada 4 palabras,imagino . #PremiosGoya"
ristomejide,2012-02-19T22:45:34,"{'value': 'N', 'type': 'AGREEMENT'}",Ni Pedro ni yo os compramos. #premiosgoya
marodriguezb,2012-02-19T23:03:58,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Alves', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Barça', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Valencia', 'value': 'N', 'type': 'AGREEMENT'}]","Barça 3-1 Valencia. Y el mejor del partido, el portero del Valencia, Alves."
PilarGGranja,2012-02-19T23:08:59,"{'value': 'NEU', 'type': 'AGREEMENT'}",hahahahahahahahahaha “@JaimeRubio: Todos los nominados al mejor actor SON HOMBRES. #machismoenlosGoya #goyas2012”
ristomejide,2012-02-19T23:12:51,"{'value': 'P', 'type': 'AGREEMENT'}","Bueno, 4 goles, igual es sólo fin de ciclo."
PilarGGranja,2012-02-19T23:14:33,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'El_Langui', 'value': 'P+', 'type': 'AGREEMENT'}]","ya estoy mas tranquila! “@Marialumbreras: Es El Langui, un rapero famoso. Es un chico con mucho talento y luchador.Tiene dos goyas ()”"
SSantiagosegura,2012-02-19T23:29:07,"{'value': 'P+', 'type': 'AGREEMENT'}",Sex-appeal a pares! http://t.co/aJXxs2kR
PaulaVazquezTV,2012-02-20T00:01:28,"{'value': 'NONE', 'type': 'AGREEMENT'}",Uy! La hora bruja! Me voy a dormir! Descansad! Hasta mañana !
mariviromero,2012-02-20T00:03:51,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@KikeMaillo', 'value': 'P', 'type': 'AGREEMENT'}]",enhorabuena @KikeMaillo ;-))
germanyanke,2012-02-20T00:12:07,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Gala', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@santiagosegura', 'value': 'NEU', 'type': 'AGREEMENT'}]","La Gala no merecía tanto pero, a la vista de los premios, @santiagosegura merecía más."
germanyanke,2012-02-20T00:24:53,"{'value': 'NONE', 'type': 'AGREEMENT'}",Cuándo sale Urbizu?
germanyanke,2012-02-20T00:35:33,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'The_Artist', 'value': 'N', 'type': 'AGREEMENT'}]","El perro de ""The Artist"" se dopa, dicen algunos."
SSantiagosegura,2012-02-20T00:46:20,"{'value': 'P', 'type': 'AGREEMENT'}",Si es que tengo un ojo! http://t.co/8RxMCuz8
AlejandroSanz,2012-02-20T01:19:14,"{'value': 'P', 'type': 'AGREEMENT'}","Eso siempre vale la pena. Grandes. RT @Lou_Palacios: @AlejandroSanz  Si un besazo para ti too,valio la pena ... http://t.co/GRar3mzt"
AlejandroSanz,2012-02-20T01:35:36,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@AlejandroSanz', 'value': 'P', 'type': 'AGREEMENT'}]",Un besazo chicas. RT @Chile_Paradise: @AlejandroSanz mira esta foto y celebramos juntos http://t.co/iXdiVaYP hace 1 año ya de esto ♥
riverakiko,2012-02-20T06:35:24,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'bcn', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'TSQV', 'value': 'P', 'type': 'AGREEMENT'}]",De camino a bcn q hoy grabamos TSQV!!!!!!
anabelenroy_tve,2012-02-20T08:08:00,"{'value': 'NONE', 'type': 'AGREEMENT'}",Portada http://t.co/KIiip1Q7
mariviromero,2012-02-20T08:20:23,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Fuengirola', 'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Servicios_Sociales', 'value': 'N+', 'type': 'AGREEMENT'}]",#Fuengirola denuncia recortes de la Junta en programas de Servicios Sociales. http://t.co/tlNBEzCd
PilarGGranja,2012-02-20T08:58:35,"{'value': 'NONE', 'type': 'AGREEMENT'}",Empezamos en @anarosaq buenos días! http://t.co/KnL2y6lw
GLlamazares,2012-02-20T09:10:03,"{'value': 'N+', 'type': 'AGREEMENT'}",Injusta porque debilita a los trabajadores. Mala pq lejos de crear destruye empleo. Innecesaria y contraproducente pq aumenta la recesión
mariviromero,2012-02-20T09:17:24,"{'value': 'P', 'type': 'AGREEMENT'}",Aznar: 'Ha llegado el tiempo de @javierarenas_pp   http://t.co/nVWAyab3 #arenaspresidente
GLlamazares,2012-02-20T09:23:42,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Zapatero', 'value': 'P', 'type': 'AGREEMENT'}]","Esta reforma feroz da una patada a la puerta que abrió el gobierno Zapatero. Despido libre, degradación del empleo y dictadura patronal."
mariviromero,2012-02-20T09:44:31,"{'value': 'N', 'type': 'AGREEMENT'}",Los 10.000 liberados sindicales le cuestan al país 500 millones http://t.co/dTK1uXgV
LFRudi,2012-02-20T09:49:11,"{'value': 'NONE', 'type': 'AGREEMENT'}",En Sesión Plenaria de las Cortes de Aragón. #Debate y  #votación dictamen Comisión  Hacienda sobre #Proyecto Ley #Presupuestos 2012
alfonsomerlos,2012-02-20T09:55:07,"{'value': 'P+', 'type': 'AGREEMENT'}","Bdías y buena semana! Unas palabras el día después del #19F  ""¿Bocadillo y pancarta... o copa y puro?"" @Semanaldigital http://t.co/KKEvmB0M"
alfonsomerlos,2012-02-20T10:11:03,"{'value': 'P', 'type': 'AGREEMENT'}","""Marea zombi"" Mi columna hoy en @LARAZON_es sobre el primer toque de corneta de los camaradas #Toxo y #Méndez  http://t.co/Qvu9afsG #19F"
javierarenas_pp,2012-02-20T10:15:56,"{'value': 'NONE', 'type': 'AGREEMENT'}","Sevilla-Almería para mantener encuentro con mayores. Posteriormente, reunión comerciantes,pymes,autónomos y empresarios turísticos en Vera."
David_Busta,2012-02-20T10:16:48,"{'value': 'P', 'type': 'AGREEMENT'}",“@EGPanda: @David_Busta slds desde Chile”ABRAZOOOOO!
mariviromero,2012-02-20T11:38:43,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Andalucia', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Malaga', 'value': 'N', 'type': 'AGREEMENT'}]",". @esperanzaona : "" en #Andalucia hay 444.805 asuntos judiciales pendientes y en #Malaga 95.716 "" #elcambioandaluz"
RodrigoBlazquez,2012-02-20T12:49:48,"{'value': 'NONE', 'type': 'AGREEMENT'}",Tournée Cospedal hoy: @telecincoes @OndaCero @la_ser @cope_es @tve_tve @antena3com CLM Televisión Y de noche @Intereconomia y @abcpuntoradio
SSantiagosegura,2012-02-20T12:53:09,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'los_Goya', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Eva_H', 'value': 'P+', 'type': 'AGREEMENT'}]","Increíble audiencia para la gala de los Goya y un sobresaliente para su ""pedazo"" de presentadora mrs Eva H! Bravo!#hayquelidiaresetoro"
SerranoAlfonso,2012-02-20T13:00:44,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@AHernandoVera', 'value': 'P+', 'type': 'AGREEMENT'}]","@AHernandoVera Muy buen artículo, sí señor"
iescolar,2012-02-20T13:54:56,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@agallego', 'value': 'N', 'type': 'AGREEMENT'}]",Aún no sé si @agallego_PP se ha largado sin más o me ha bloqueado. ¿Alguien puede verlo?
GLlamazares,2012-02-20T14:15:04,"[{'value': 'P', 'type': 'DISAGREEMENT'}, {'entity': 'Garzón', 'value': 'N', 'type': 'DISAGREEMENT'}]",Me parece estupendo el premio recibido por el documental sobre la persecución del juez Garzón. Enhorabuena!
sanchezcastejon,2012-02-20T14:21:50,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Wert', 'value': 'N+', 'type': 'AGREEMENT'}]","cuando los recortes se hacen al peso. “@el_pais: Los campus de excelencia, en vía muerta http://t.co/q5kO0Zvl Wert paraliza los créditos"
riverakiko,2012-02-20T14:25:18,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@SSantiagosegura', 'value': 'P+', 'type': 'AGREEMENT'}]",Asunto arreglado con @SSantiagosegura !!!!!
Edurnity,2012-02-20T15:31:03,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Grease', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Madrid', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Gran_Vía', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Arteria_Coliseum', 'value': 'P', 'type': 'AGREEMENT'}]","Todo preparado para empezar mañana las previas de Grease en Madrid, en Gran Vía en el teatro Arteria Coliseum!!!! http://t.co/3Uiw4JoS"
mariviromero,2012-02-20T15:51:05,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@minipunk', 'value': 'P+', 'type': 'AGREEMENT'}]",";-)) RT @minipunk: @mariviromero @esperanzaona 5 mujeres y 4 hombres, me gusta ;)"
antoniosanz,2012-02-20T15:57:06,"[{'value': 'P', 'type': 'DISAGREEMENT'}, {'entity': 'PP', 'value': 'P+', 'type': 'AGREEMENT'}]","El PP sale más fuerte, unido y cohesionado para hacer frente a la salida de la crisis tras el #17congresoPP http://t.co/vLZJIlof"
mariviromero,2012-02-20T17:07:12,"{'value': 'NONE', 'type': 'AGREEMENT'}",Reuniónes para #elcambioandaluz ;-)) (@ Partido Popular de Málaga) http://t.co/LXnS3Vhm
David_Busta,2012-02-20T17:47:23,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@OtraMovida', 'value': 'P+', 'type': 'AGREEMENT'}]",Gracias por todo! Me lo he pasado genial en @OtraMovida !!!;-)
iescolar,2012-02-20T18:09:04,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Valencia', 'value': 'N+', 'type': 'AGREEMENT'}]",Manda tus vídeos de brutalidad policial a la delegada del Gobierno en Valencia:  @psanchezdeleon  #IESLluisVives
jesusmarana,2012-02-20T18:09:31,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Valencia', 'value': 'N', 'type': 'AGREEMENT'}]",Imágenes y testimonios muestran la extrema dureza de las cargas policiales contra estudiantes en Valencia. http://t.co/p0PXwzCs
iescolar,2012-02-20T18:26:47,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Valencia', 'value': 'N+', 'type': 'AGREEMENT'}]",Las fotos de las cargas policiales en Valencia son tremendas http://t.co/qExzeFT6
GLlamazares,2012-02-20T19:06:34,"{'value': 'P', 'type': 'DISAGREEMENT'}",Lo inhabilitan pero sigue siendo moralmente un gran juez. Mañana tendrán que rehabilitarlo.
sonsolesonega,2012-02-20T19:17:07,"{'value': 'NONE', 'type': 'AGREEMENT'}",Lectura para followers que se dedican a la política: http://t.co/tOfu4LvL
mariviromero,2012-02-20T19:24:42,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Andalucía', 'value': 'N', 'type': 'DISAGREEMENT'}]","En #andalucia lo que mas se ha dictaminado en dependencia es "" cuidados en el entorno familiar"" y esto hace imposible el respiro familiar .."
iescolar,2012-02-20T19:43:42,"{'value': 'N', 'type': 'AGREEMENT'}","Tremenda la narración de la periodista de Radio Nacional en Valencia, contando cómo la han golpeado http://t.co/gxbzYn2E"
LosadaPescador,2012-02-20T19:53:54,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Valencia', 'value': 'N+', 'type': 'AGREEMENT'}]","La respuesta policial de Valencia obedece a la agresividad de los manifestantes, dice el responsable de la policía de la Com Valenciana"
Buenafuente,2012-02-20T20:08:29,"{'value': 'N', 'type': 'AGREEMENT'}",Glups!!!! RT @ElTopoErudito: El miedo es la nostalgia de lo que aún se tiene.
javiersolana,2012-02-20T20:08:32,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Presidente_Alemán', 'value': 'N', 'type': 'AGREEMENT'}]",El nuevo Presidente Alemán. : no soy superman. http://t.co/8rzgIvMt
iescolar,2012-02-20T20:12:35,"{'value': 'NONE', 'type': 'AGREEMENT'}",Me cuentan que en el Canal 24 horas darán parte de la rueda de prensa de la delegada del Gobierno  en Valencia (en diferido) en un rato.
garcia_abadillo,2012-02-20T20:12:55,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Valencia', 'value': 'N+', 'type': 'AGREEMENT'}]","Incidentes en Valencia. La Policía debe mantener el orden, pero también medir el uso de la fuerza. Vienen tiempos de tensión en las calles."
mdcospedal,2012-02-20T20:40:11,"{'value': 'N+', 'type': 'AGREEMENT'}",RT @PPHortaleza @mdcospedal: “Hay que poner un dique de contención a la sangría del paro” http://t.co/GHDa1eHS
AlexdelaIglesia,2012-02-20T22:04:49,"{'value': 'N+', 'type': 'AGREEMENT'}",Resulta inquietante y siniestro este ambiente de crispación contínua. #queestápasando
garcia_abadillo,2012-02-20T23:19:04,"{'value': 'NONE', 'type': 'AGREEMENT'}","Un ministro me ha dicho hoy que en el Congreso del PP en Sevilla ""Rajoy ha nombrado ministra del PP a Cospedal"""
garcia_abadillo,2012-02-20T23:40:36,"{'value': 'N+', 'type': 'AGREEMENT'}","La solución griega no me convence. 130.000 millones para devolver deuda. Eso, por sí sólo, no mejorará la situación."
David_Busta,2012-02-21T00:14:35,"{'value': 'NONE', 'type': 'AGREEMENT'}","“@PabloLopezMusic: @David_Busta venga va, tu a los 333.333 y yo a los 3333...David!!!”VAMOOOOOS!!!"
David_Busta,2012-02-21T00:52:30,"{'value': 'P', 'type': 'AGREEMENT'}","OS DESEO FELICIDAD! buenas noches, buenas noches y buenas noches! #MiNumeroEsEl3 !"
AlejandroSanz,2012-02-21T01:48:59,"{'value': 'NONE', 'type': 'AGREEMENT'}",Por eso no queria dejarla abandonada en el desierto de las canciones muertas. RT @RoberttoRuben: @AlejandroSanz ... http://t.co/aNKndtev
SSantiagosegura,2012-02-21T02:53:08,"{'value': 'N', 'type': 'AGREEMENT'}",@AlexdelaIglesia @juandiegobotto mucho insomne veo por estos lares...
anabelenroy_tve,2012-02-21T06:46:52,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'zona_euro', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Grecia', 'value': 'N+', 'type': 'AGREEMENT'}]",Los ministros de economía de la zona euro han aprobado el 2º rescate para evitar que Grecia quiebre. Se destinarán 130000 millones euros
mrtfernandez,2012-02-21T07:22:09,"{'value': 'NONE', 'type': 'AGREEMENT'}",Días para que en la cabeza suene esta música... Oh! Esta música.  http://t.co/YgCSWBJE
santiagocervera,2012-02-21T07:53:29,"{'value': 'N', 'type': 'AGREEMENT'}",Periódicos locales que siempre buscan la manera de vengarse de quien señala su mediocridad. Esos periódicos locales...
javiersolana,2012-02-21T07:56:30,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Grecia', 'value': 'P', 'type': 'AGREEMENT'}]",Bienvenido el acuerdo con Grecia. Por fin!!
Albert_Rivera,2012-02-21T08:04:10,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'La_Guardia_Civil', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Andoáin', 'value': 'P', 'type': 'AGREEMENT'}]",RT @esNoticia: Libertad Digital &gt; La Guardia Civil detiene en Andoáin a dos etarras http://t.co/RTXUIbJw
anabelenroy_tve,2012-02-21T08:15:08,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Abogado_Urdangarín', 'value': 'N', 'type': 'AGREEMENT'}]","Abogado Urdangarín: ""Si ha cometido errores, como todo ciudadano, yo los califico de errores administrativos (...) """
iescolar,2012-02-21T09:06:11,"{'value': 'NONE', 'type': 'AGREEMENT'}",En el blog: Un futuro valenciano http://t.co/4vBg6wba
iescolar,2012-02-21T09:22:07,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@sumaconspicua', 'value': 'P+', 'type': 'AGREEMENT'}]","Hoy estaré en la presentación de @sumaconspicua, una nuevo sello literario con el que edito mi primera novela.  http://t.co/1CVVJHWh"
PaulaVazquezTV,2012-02-21T09:24:03,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@A3NumeroUno', 'value': 'P', 'type': 'AGREEMENT'}]",( leer con tono de peli de miedo)Ya estooooooy aquiiiiiiiiii ! Por fin la promo de mi nuevo programa @A3NumeroUno http://t.co/WOTV9IUo”
GLlamazares,2012-02-21T09:34:50,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'CEOE', 'value': 'N+', 'type': 'AGREEMENT'}]",La CEOE es insaciable. Considera insuficiente el estado de excepción laboral y va a por la prestación del desempleo y el derecho de huelga.
PaulaVazquezTV,2012-02-21T10:25:35,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@otramovida', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@David_Busta', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@Flofdez', 'value': 'P+', 'type': 'AGREEMENT'}]","Ayer en @otramovida, m partí d la risa con @David_Busta ,el momento n q s sube al coche s genuino! FELICIDADES @Flofdez http://t.co/OsrV42im"
maria_rey,2012-02-21T10:44:02,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'PNV', 'value': 'P', 'type': 'DISAGREEMENT'}, {'entity': 'CiU', 'value': 'P', 'type': 'DISAGREEMENT'}, {'entity': 'PSOE', 'value': 'P', 'type': 'DISAGREEMENT'}, {'entity': 'UPyD', 'value': 'P', 'type': 'DISAGREEMENT'}, {'entity': 'Bildu', 'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Amaiur', 'value': 'N', 'type': 'DISAGREEMENT'}]","Gobierno, Psoe, Ciu y Pnv pactan un texto conjunto ante la petición de UPyD que pide ilegalización de Bildu y Amaiur en el #Congreso"
AHernandoVera,2012-02-21T11:01:45,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Gallardón', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'la_policía', 'value': 'N', 'type': 'AGREEMENT'}]",#Gallardón : la policía ha actuado  obligada x violencia provocada.Desde  q es Ministro se ha quitado careta ideológica http://t.co/2yQJpSFY
anabelenroy_tve,2012-02-21T11:11:17,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Valencia', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Gallardón', 'value': 'N', 'type': 'AGREEMENT'}]","Gallardón, sobre Valencia: violar la ley debe tener igual reproche para menores - http://t.co/OrVPSEdJ (EP)"
paurubio,2012-02-21T11:13:14,"{'value': 'P', 'type': 'AGREEMENT'}",RT @CesarxG1: Si tuvieras q buscar un paraiso terrenal a #QROO has de viajar XQ ES EL #1 @paurubio (cont) http://t.co/zHk9BW40
sonsolesonega,2012-02-21T11:16:32,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Valencia', 'value': 'N', 'type': 'DISAGREEMENT'}]","¿Por qué hoy sí hablan de ""excesos"" en Valencia y ayer era una carga ""proporcionada""?#primaveraestudiantil"
maria_rey,2012-02-21T11:17:14,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'eta', 'value': 'N', 'type': 'DISAGREEMENT'}]","Ministro de Interior asegura que los detenidos esta noche forman parte de un comando legal de #eta. ""el estado no está en tregua"""
SerranoAlfonso,2012-02-21T11:22:54,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'PP', 'value': 'N+', 'type': 'AGREEMENT'}]",Acusaban al PP de crispar y ahora escriben cosas así... flipo. Para sobrevivir hacen falta estos excesos? http://t.co/xJzHH0LH
cayo_lara,2012-02-21T11:34:21,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'La_policía', 'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'CEOE', 'value': 'N+', 'type': 'AGREEMENT'}]","La policía llama enemigos a los estudiantes, la CEOE lo insinúa de los trabajadores y el Gobierno de los sindicatos.  ¿Antisistemas?"
mariviromero,2012-02-21T11:34:55,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@esperanzaona', 'value': 'P+', 'type': 'AGREEMENT'}]",". @esperanzaona lleva ella personalmente su presencia en las redes sociales : directa, cercana y espontánea http://t.co/KRlhrYD9"
mariviromero,2012-02-21T11:38:40,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@esperanzaona', 'value': 'P', 'type': 'AGREEMENT'}]",";-)) RT @isajoma14: En la presentc de la nueva web de @esperanzaona http://t.co/KRlhrYD9, @mariviromero y @anagposadas"
ristomejide,2012-02-21T12:01:16,"{'value': 'N', 'type': 'AGREEMENT'}","""@petita31: a veces tienes la gracia en el culo colegaaa"" Así se me está poniendo de durito."
Tonicanto1,2012-02-21T12:04:22,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rosa10', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'PP', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'PSOE', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'UPyD', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Amaiur', 'value': 'NEU', 'type': 'AGREEMENT'}]",Rosa10 denuncia el intento del PP y el PSOE de aislar a UPyD y no a Amaiur http://t.co/33CdaIMm
DiegoForlan7,2012-02-21T12:13:59,"{'value': 'NONE', 'type': 'AGREEMENT'}",Aterrizamos en Marsella ! Aterrati a Marsiglia ! Just landed in Marseille !
zoidoalcalde,2012-02-21T12:26:43,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Lipasam', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'sevilla', 'value': 'P+', 'type': 'AGREEMENT'}]",Acabamos de presentar una nueva herramienta de coordinación entre los distritos y Lipasam para que #sevillahoy esté más limpia
mariviromero,2012-02-21T12:27:34,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@ppandaluz', 'value': 'P+', 'type': 'AGREEMENT'}]",Apuesta del @ppandaluz por la justicia @antoniosanz http://t.co/8TwBOSSx #elcambioandaluz
anapastor_tve,2012-02-21T12:34:52,"{'value': 'N', 'type': 'AGREEMENT'}",Racista me llaman... En fin.Insisto que me gusta ser consciente de lo q es nacer aquí incluso cd estoy mala comparado con un país olvidado.
SerranoAlfonso,2012-02-21T13:01:14,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Twitter', 'value': 'N', 'type': 'AGREEMENT'}]",Queda prohibido defender en twitter el respeto a la ley. De hacerlo serás atacado e insultado #YDicenDefenderDerechos
lazaroelmundo,2012-02-21T13:13:03,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@lazaroelmundo', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@JFernandezArce', 'value': 'P', 'type': 'AGREEMENT'}]",@lazaroelmundo @@JFernandezArce @@lazaroelmundo :))
PepeGrinan,2012-02-21T13:20:43,"{'value': 'NONE', 'type': 'AGREEMENT'}",Hoy en mi blog: ¿Cuál es nuestro camino? #hagamos_nuestro_propio_camino http://t.co/gLISolyr
zoidoalcalde,2012-02-21T13:36:19,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'sevilla', 'value': 'P+', 'type': 'AGREEMENT'}]","En definitiva, un paso más para la creación de empleo en #sevillahoy, una prioridad para este gobierno."
RodrigoBlazquez,2012-02-21T14:09:47,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Valencia', 'value': 'N', 'type': 'AGREEMENT'}]","Comunidado SUP protestas Valencia http://t.co/J9ywoeEK Sobre las palabras del Ministro dicen ""políticamente cobarde y moralmente miserable"""
RodrigoBlazquez,2012-02-21T14:19:58,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Valencia', 'value': 'N', 'type': 'AGREEMENT'}]",En @SextaNoticias estamos buscando a este estudiante agredido por un Policía en Valencia http://t.co/wJnwBuNO #Ayuda
juanes,2012-02-21T14:55:18,"{'value': 'NONE', 'type': 'AGREEMENT'}",importante.. http://t.co/aI432yAg
mariviromero,2012-02-21T15:21:52,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@mariarojo', 'value': 'P+', 'type': 'AGREEMENT'}]",Ha llegado el momento ;-)) #queganas ;-)) #chatidieta @mariarojo82 ;-)) http://t.co/SaKfTRHT
