Target,AKA,description ,sector,"organisation size 1,5,10,25,100,300 ",revenue $USD million ,cost,ransom cost,data note,ransom paid,YEAR code,YEAR,month,location,interesting story (edited),interesting story (long),interesting story?,Ransomware,stock symbol,revenue as of,no of employees,Data Note,Source Name,URL,URL 2,URL 3,URL 4,URL 5,#ID
K-Electric,,Pakistan's sole electricity supplier,telecoms,25,1800,7.7,7.7,,refused,2,2020,SEP,Pakistan,,,,Netwalker,,,,,,"https://usa.kaspersky.com/resource-center/threats/top-ransomware-2030
",https://propakistani.pk/2020/09/30/8-5-gbs-of-k-electric-data-dumped-online-after-it-failed-to-pay-7-million-in-ransom/,https://www.ke.com.pk/our-company/who-we-are/,,,156
Telecomm,,Argentina's leading telecoms company,telecoms,25,3164,7.5,7.5,,unknown,2,2020,JUL,Argentina,,,,REvil,TEO,12/30/2020,,,,https://cisomag.eccouncil.org/telecom-argentina-ransomware-attack/,https://www.zdnet.com/article/ransomware-gang-demands-7-5-million-from-argentinian-isp/,https://finance.yahoo.com/quote/TEO/financials?p=TEO,,,155
DNM,Dirección Nacional de Migraciones,,government,1,1,4,4,,refused,2,2020,SEP,Argentina,,Argentina's official immigration agency had to temporarily halt border crossing in and out of the country as their systems were compromised. This MAY be a first known attack against a federal agency that has interrupted a country's operations.,y,Netwalker,,,,,,https://www.thesslstore.com/blog/recent-ransomware-attacks-latest-ransomware-attack-news/,https://www.bleepingcomputer.com/news/security/netwalker-ransomware-hits-argentinian-government-demands-4-million/,,,,154
Travelex,,foreign currency exchange company,finance,10,1000,2.3,2.3,,ransom paid,2,2020,JAN,UK,,,,REvil,PRIVATE,,5001-10000,,,"https://usa.kaspersky.com/resource-center/threats/top-ransomware-2020
",https://www.wsj.com/articles/travelex-paid-hackers-multimillion-dollar-ransom-before-hitting-new-obstacles-11586440800,,,,153
UC San Francisco,University of California San Francisco,,academic,25,7000,1.14,1.14,,ransom paid,2,2020,JUN,USA,,,,NetWalker,,,,,,https://www.getsignal.info/blog/12-largest-ransomware-attacks-of-20200,,,,,152
Shirbit Insurance,,Israeli insurance company,finance,5,80,1,1,,refused,2,2020,DEC,Israel,,,,Black Shadow,,,,Company refuses to pay,,https://www.timesofisrael.com/hackers-release-more-private-documents-as-israeli-insurer-refuses-to-pay-ransom/,,,,,151
CPI,Communications and Power Industries,major American electronics manufacturer,energy,10,500,500000,0.5,,ransom paid,2,2020,MAR,USA,,,,Not revealed,PRIVATE,,1001-5000,,,"https://usa.kaspersky.com/resource-center/threats/top-ransomware-2022
",https://techcrunch.com/2020/03/05/cpi-ransomware-defense-contractor/,https://finance.yahoo.com/company/cpi-international?h=eyJlIjoiY3BpLWludGVybmF0aW9uYWwiLCJuIjoiQ1BJIEludGVybmF0aW9uYWwifQ==&.tsrc=fin-srch,,,150
Temple Har Shalom,,,misc,1,1,500000,0.5,,unknown,2,2020,JAN,USA,,,,REvil,,,,,,https://www.bleepingcomputer.com/news/security/new-jersey-synagogue-suffers-sodinokibi-ransomware-attack/,,,,,149
Town of Colonie,,,government,1,1,400000,0.4,,refused,2,2020,JAN,"New York, USA",,,,Not revealed,,,,,,https://www.news10.com/news/local-news/cyber-attack-takes-down-town-of-colonie-computer-system/,https://spotlightnews.com/news/2020/01/17/town-of-colonie-got-hacked-looks-to-avoid-paying-ransomware-demand-of-about-400000/,,,,148
University of Utah,,,academic,25,1500,450000,0.457,,ransom paid,2,2020,AUG,USA,,,,Not revealed,,,,,,"https://usa.kaspersky.com/resource-center/threats/top-ransomware-2028
",https://attheu.utah.edu/facultystaff/university-of-utah-update-on-data-security-incident/,,,,147
City of Lafayette,,,government,1,1,45000,0.045,,ransom paid,2,2020,AUG,"Colorado, USA",,,,Not revealed,,,,,,"https://securityboulevard.com/2020/08/recent-ransomware-attacks-latest-ransomware-attack-news-in-2020/
",https://techcrunch.com/2020/03/05/cpi-ransomware-defense-contractor/?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAByIyuxLWq2eezomKm_yl5266JUUbmf7r7OtaF6ywONRGc7_SJtMTEzIXjYWXCNL7cxqVEMGAMjC43n5FGMOf8FMdx5tFML-qp109rgeNpcP4t7EdSjObiYJp315e60klRdEMEXGoBFyYjiKC5OmW4S16CK-jOgPOjoSpmGqg6xo,,,,146
Richmond Community Schools,,,academic,5,58,10000,0.01,,refused,2,2020,JAN,"Michigan, USA",,,,Not revealed,,,,,,https://www.cbsnews.com/news/ransomware-attack-shuts-down-richmond-michigan-school-district/,,,,,145
NY Airport Systems,New York Airport Systems,,government,1,1,unknown,,,ransom paid,2,2020,JAN,USA,,,,REvil,,,,"ransom amount was ""under 6 figures""",,https://www.bleepingcomputer.com/news/security/sodinokibi-ransomware-hits-new-york-airport-systems/,,,,,144
EWA,Electronic Warfare Associates,American company providing defence & security tech,military,5,75,unknown,,,unknown,2,2020,JAN,USA,,,,Ryuk,PRIVATE,,251-500,,,https://www.zdnet.com/article/dod-contractor-suffers-ransomware-infection/,https://finance.yahoo.com/company/electronic-warfare-associates?h=eyJlIjoiZWxlY3Ryb25pYy13YXJmYXJlLWFzc29jaWF0ZXMiLCJuIjoiRWxlY3Ryb25pYyBXYXJmYXJlIEFzc29jaWF0ZXMifQ==&.tsrc=fin-srch,,,,143
Epiq Global,,worldwide provider of legal & business services,legal,10,935,unknown,,,unknown,2,2020,MAR,USA,,,,Ryuk,PRIVATE,,1001-5000,,,https://www.bleepingcomputer.com/news/security/ryuk-ransomware-attacked-epiq-global-via-trickbot-infection/,https://finance.yahoo.com/company/epiq-systems?h=eyJlIjoiZXBpcS1zeXN0ZW1zIiwibiI6IkVQSVEifQ==&.tsrc=fin-srch,,,,142
Visser Precision,,American parts manufacturer for Tesla & SpaceX,tech,1,6,unknown,,,refused,2,2020,MAR,USA,,,,DoppelPaymer,,,,,,https://techcrunch.com/2020/03/01/visser-breach/?guccounter=1,https://www.teiss.co.uk/travelex-ransom-revil-group/,,,,141
PEI Government,"Provincial Government in P.E.I, Canada",,government,1,1,900000,0.9,cost,unknown,2,2020,MAR,Canada,,,,Maze,,,,repair costs came up to $900k,,https://www.cbc.ca/news/canada/prince-edward-island/pei-ransomware-attack-costs-1.5636485,,,,,140
Evraz,,Russian steel making and mining company,misc,25,13774,unknown,,,unknown,2,2020,MAR,UK,,,,Ryuk,,12/30/2020,,,,https://www.zdnet.com/article/one-of-roman-abramovichs-companies-got-hit-by-ransomware/,,,,,139
Finastra,,one of the world's largest fintech companies,finance,25,1900,unknown,,,refused,2,2020,MAR,Russia ,,,,Not revealed,PRIVATE,,10000+,,,https://www.zdnet.com/article/fintech-company-finastra-hit-by-ransomware/,https://www.cshub.com/attacks/articles/incident-of-the-week-finastras-ransomware-attack,https://finance.yahoo.com/company/finastra?h=eyJlIjoiZmluYXN0cmEiLCJuIjoiRmluYXN0cmEifQ==&.tsrc=fin-srch,,,138
Kimchuk,,American medical and military electronics maker,tech,5,25,unknown,,,unknown,2,2020,MAR,USA,,,,DoppelPaymer,,,,,,https://techcrunch.com/2020/03/26/kimchuk-medical-military-ransomware/,,,,,137
LTI Power Systems,,American UPS manufacturer,energy,1,3,unknown,,,unknown,2,2020,MAR,USA,,,,Not revealed,,,,"equipment diagrams and schematics were leaked, no customer info was leaked",,https://www.insurancebusinessmag.com/us/news/cyber/energy-company-supplier-suffers-ransomware-attack-218063.aspx,,,,,136
City of Torrance,,,government,1,1,690000,0.69,,unknown,2,2020,APR,USA,,,,DoppelPaymer,,,,,,https://www.bleepingcomputer.com/news/security/doppelpaymer-ransomware-hits-los-angeles-county-city-leaks-files/,,,,,135
ExecuPharm,,one of the world's largest suppliers of research services to pharma companies,healthcare,10,314,unknown,,,refused,2,2020,APR,USA,,"Since the outbreak of COVID-19, many ransomware groups decided to show mercy and took a pledge to not attack medical and healthcare facilities, nursing homes and charities but that ExecuPharm would not qualify since they are ""are the only ones who benefit from the current pandemic.” The company had refused to pay the ransom despite negotiations and the stolen data was leaked.",y,CLOP,PRIVATE,,501-1000,,,https://techcrunch.com/2020/04/27/execupharm-clop-ransomware/?guccounter=1,https://www.bleepingcomputer.com/news/security/clop-ransomware-leaks-execupharms-files-after-failed-ransom/,https://finance.yahoo.com/company/execupharm?h=eyJlIjoiZXhlY3VwaGFybSIsIm4iOiJFeGVjdVBoYXJtIn0=&.tsrc=fin-srch,,,134
Toll Group,,vast global logistics network,logistics,25,7800,unknown,,,unknown,2,2020,APR,Australia,,,,NetWalker,,,,,,https://www.zdnet.com/article/transport-logistics-firm-toll-group-hit-by-ransomware-for-the-second-time-in-three-months/,https://www.tollgroup.com/about,,,,133
Fresenius Medical Care,,,healthcare,100,43974,unknown,,,unknown,2,2020,MAY,Germany,,,,Snake,FRE.DE,12/30/2020,,,,https://www.bleepingcomputer.com/news/security/snake-ransomware-leaks-patient-data-from-fresenius-medical-care/,https://finance.yahoo.com/quote/FRE.DE/financials?p=FRE.DE,,,,132
Ruhr University Bochum,,,academic,10,770,unknown,,,unknown,2,2020,MAY,Germany,,,,Not revealed,,,,,,https://www.bleepingcomputer.com/news/security/ruhr-university-bochum-shuts-down-servers-after-ransomware-attack/,,,,,131
Stadler,,Swiss train and railway manufacturer,transport,25,3430,unknown,,,unknown,2,2020,MAY,Switzerland,,,,Not revealed,SRAIL.SW,12/30/2020,,,,https://www.bleepingcomputer.com/news/security/rail-vehicle-manufacturer-stadler-hit-by-cyberattack-blackmailed/,https://finance.yahoo.com/quote/SRAIL.SW/financials?p=SRAIL.SW,,,,130
Elexon,,works for UK's electricity industry,tech,5,64,unknown,,,unknown,2,2020,MAY,UK,,,,Not revealed,,,150+,the incident did not affect electricity supply across the UK.,,https://techmonitor.ai/technology/cybersecurity/elexon-hack-ransomware-revil,https://www.elexonportal.co.uk/news/view/27112?cachebust=nwx8j213hh,https://www.elexon.co.uk/about/about-elexon/#what-elexon-does,,,129
Magellan Health,,,healthcare,25,4578,unknown,,,unknown,2,2020,MAY,USA,,,,Maze,MGLN,12/30/2020,,,,https://threatpost.com/healthcare-giant-magellan-ransomware-data-breach/155699/,https://finance.yahoo.com/quote/MGLN?p=MGLN&.tsrc=fin-srch,,,,128
Stellar,,leading global customer experience service provider based in Australia,finance,5,28,unknown,,,unknown,2,2020,MAY,Australia,,,,NetWalker,,,6000+,,,https://www.itwire.com/security/australian-customer-experience-firm-stellar-hit-by-ransomware.html,https://www.probegroup.com.au/news/probe-group-completes-acquisition-of-global-experience-provider-stellar?hsCtaTracking=1efa986d-32be-40bf-862d-dc773ff07050%7C033df8f7-5738-42d0-b7fa-bca46c26e76f,,,,127
NAFO,,intergovernmental fisheries organization,government,1,1,unknown,,,unknown,2,2020,MAY,Canada,,,,Not revealed,,,,,,https://www.seafoodsource.com/news/business-finance/northwest-atlantic-fisheries-organization-hit-by-ransomware-attack,https://www.nafo.int/About-us,,,,126
Conduent,,American business process services firm,logistics,25,4163,unknown,,,unknown,2,2020,MAY,USA,,,,Maze,CNDT,12/30/2020,,,,https://www.bleepingcomputer.com/news/security/business-services-giant-conduent-hit-by-maze-ransomware/,https://finance.yahoo.com/quote/CNDT/financials?p=CNDT,,,,125
Lion,,one of Australia's largest brewers,food & beverage,25,1480,unknown,,,unknown,2,2020,JUN,Australia,,,,Not revealed,,,,,,https://www.zdnet.com/article/lion-warns-of-beer-shortages-following-ransomware-attack/,,,,,124
Westech International,,US' nuclear missile contractor,military,5,35,unknown,,,unknown,2,2020,JUN,USA,,,,Maze,,,230,"Hackers were able to access sensitive employee information, but it is still unconfirmed whether any classified military information was accessed.
",,https://securityboulevard.com/2020/06/westech-international-hacked-by-maze-ransomware/,https://www.westech-intl.com/,,,,123
Vard,,major Norwegian ship builders,transport,25,2000,unknown,,,unknown,2,2020,JUN,Norway,,,,Not revealed,,,8200,,,https://www.bloombergquint.com/business/hackers-target-fincantieri-s-norwegian-unit-with-ransomware,https://www.vard.com/who-we-are,,,,122
Fisher and Paykel Appliances,,major Australian appliance manufacturer,healthcare,25,1481,unknown,,,unknown,2,2020,JUN,Australia,,,,Nefilim,FSPKF,3/30/2021,,,,https://www.stuff.co.nz/business/121798667/fisher--paykel-appliances-a-victim-of-ransomware-scourge,https://finance.yahoo.com/quote/FSPKF/financials?p=FSPKF,,,,121
Enel,,one of the largest European energy companies,energy,100,62364,14,14,,unknown,2,2020,JUN,Europe,,,,NetWalker,ENLAY,12/30/2020,,,,https://www.bleepingcomputer.com/news/security/enel-group-hit-by-ransomware-again-netwalker-demands-14-million/,https://finance.yahoo.com/quote/ENLAY/financials?p=ENLAY,,,,120
LG Electronics,,,tech,100,56000,unknown,,,unknown,2,2020,JUN,South Korea,,,,Maze,PRIVATE,,10000+,,,https://www.bleepingcomputer.com/news/security/lg-electronics-allegedly-hit-by-maze-ransomware-attack/,https://finance.yahoo.com/company/lg-group?h=eyJlIjoibGctZ3JvdXAiLCJuIjoiTEcgR3JvdXAifQ==&.tsrc=fin-srch,,,,119
Xerox,,,tech,25,7022,unknown,,,unknown,2,2020,JUN,USA,,,,Maze,XRX,12/30/2020,,,,https://www.zdnet.com/article/ransomware-gang-publishes-tens-of-gbs-of-internal-data-from-lg-and-xerox/,https://finance.yahoo.com/quote/XRX/financials?p=XRX,,,,118
Mitsubishi,,,tech,100,37900,unknown,,,unknown,2,2020,JUN,Japan,,,,DoppelPaymer,MSBHF,3/30/2020,,,,https://securityreport.com/mitsubishi-companies-hit-by-cyberattacks-ransomware/,https://finance.yahoo.com/quote/MSBHF/financials?p=MSBHF,,,,117
City of Florence,,,government,1,1,291000,0.291,,ransom paid,2,2020,JUN,USA,,,,DoppelPaymer,,,,,,https://www.infosecurity-magazine.com/news/alabama-city-to-pay-cyberransom/,,,,,116
ST Engineering Aerospace,,Singapore-based aviation company,tech,25,7000,unknown,,,unknown,2,2020,JUN,USA,,,,Not revealed,PRIVATE,,10000+,"exposure of confidential data such as contract details with various governments, government-related organisations and airlines.",,https://www.straitstimes.com/singapore/st-engineering-aerospaces-us-subsidiary-suffers-massive-data-breach,https://finance.yahoo.com/company/st-engineering?h=eyJlIjoic3QtZW5naW5lZXJpbmciLCJuIjoiU1QgRW5naW5lZXJpbmcifQ==&.tsrc=fin-srch,,,,115
Cooke County,,,government,1,1,unknown,,,unknown,2,2020,JUL,USA,,,,REvil,,,,stolen data was leaked,,https://www.itwire.com/security/cooke-county-in-texas-apparently-hit-by-gang-using-revil-ransomware.html,,,,,114
Collabera,,American IT company,tech,25,4000,unknown,,,unknown,2,2020,JUL,USA,,,,Maze,PRIVATE,,10000+,,,https://www.teiss.co.uk/collabera-maze-ransomware-attack/,https://finance.yahoo.com/company/collabera?h=eyJlIjoiY29sbGFiZXJhIiwibiI6ImNvbGxhYmVyYSJ9&.tsrc=fin-srch,,,,113
Garmin,,American multinational tech company,tech,25,4187,10,10,,unknown,2,2020,JUL,USA,,,,EvilCorp,GRMN,12/30/2020,,,,https://www.theguardian.com/technology/2020/jul/27/ransomware-attack-on-garmin-thought-to-be-the-work-of-evil-corp,https://finance.yahoo.com/quote/GRMN/financials?p=GRMN,,,,112
The Dussmann Group,,Germany's largest private multi-service provider,logistics,25,2360,unknown,,,unknown,2,2020,JUL,Germany,,,,Nefilim,,,60000,,,https://www.bleepingcomputer.com/news/security/business-giant-dussmann-groups-data-leaked-after-ransomware-attack/,https://www.dussmanngroup.com/en/,,,,111
Konica Minolta,,Japanese tech giant,tech,25,9153,unknown,,,unknown,2,2020,AUG,Japan,,,,RansomEXX,KNCAY,,,,,https://www.bleepingcomputer.com/news/security/business-technology-giant-konica-minolta-hit-by-new-ransomware/,https://finance.yahoo.com/quote/KNCAY/financials?p=KNCAY,,,,110
CWT,,U.S. travel management firm ,logistics,25,3000,4.5,4.5,,ransom paid,2,2020,AUG,USA,,,,Ragnar Locker,,,15000+,,,https://www.reuters.com/article/us-cyber-cwt-ransom-idUSKCN24W25W,https://www.mycwt.com/why-choose-us/our-people/,,,,109
Regis,,leading Australian aged care operator ,healthcare,10,526,unknown,,,unknown,2,2020,AUG,Australia,,,,Maze,,,,,,https://www.smh.com.au/business/companies/aged-care-operator-s-sensitive-data-stolen-in-foreign-cyberattack-20200803-p55hxl.html?js-chunk-not-found-refresh=true,https://www.regis.com.au/about-regis,,,,108
Muskingum Valley Health Center,,,healthcare,1,1,unknown,,,unknown,2,2020,AUG,USA,,,,Not revealed,,,,7000 patients' info exposed,,https://www.beckershospitalreview.com/cybersecurity/ohio-hospital-s-ehr-hit-by-ransomware-attack-exposes-7-000-patients-info.html,,,,,107
Boyce Technologies,,American electrical company & ventilator manufacturer,healthcare,5,25,unknown,,,unknown,2,2020,AUG,USA,,,,DoppelPaymer,,,,,,https://www.bankinfosecurity.com/ransomware-reportedly-hits-ventilator-maker-a-14801,,,,,106
Canon,,,tech,100,28567,unknown,,,unknown,2,2020,AUG,USA,,,,Maze,CAJ,12/30/2020,,,,https://www.bleepingcomputer.com/news/security/canon-publicly-confirms-august-ransomware-attack-data-theft/,https://finance.yahoo.com/quote/CAJ/financials?p=CAJ,,,,105
Carnival,,world's largest cruise operator,transport,25,5594,unknown,,,unknown,2,2020,AUG,USA,,,,Not revealed,CCL,11/29/2020,,,,https://www.bleepingcomputer.com/news/security/worlds-largest-cruise-line-operator-carnival-hit-by-ransomware/,https://finance.yahoo.com/quote/CCL/financials?p=CCL,,,,104
SK Hynix,,world's second largest memory chip maker,tech,100,28538,unknown,,,unknown,2,2020,AUG,South Korea,,,,Maze,000660.KS,12/30/2020,,,,https://www.itwire.com/security/second-largest-memory-chip-maker-sk-hynix-hit-by-windows-ransomware.html,https://finance.yahoo.com/quote/000660.KS/financials?p=000660.KS,,,,103
Ma Labs,,one of the world's premier IT distributors,tech,25,2000,unknown,,,unknown,2,2020,AUG,USA,,,,REvil,,,,,,https://www.crn.com/news/security/ma-labs-ransomware-attack-shakes-up-components-industry?itc=refresh,https://www.malabs.com/company/aboutus.php,,,,102
Cyligant,,American cybersecurity startup,tech,5,39,unknown,,,ransom paid,2,2020,SEP,USA,,,,Not revealed,PRIVATE,,101-250,"data was taken off the dark web, which means the ransom was paid/negotiated",,https://techcrunch.com/2020/09/03/cygilant-ransomware/,,,,,101
Banco Estado,,one of Chile's three biggest banks,finance,25,2000,unknown,,,ransom paid,2,2020,SEP,Chile,,,,REvil,,,,"no data leaked, can be assumed that ransom was paid.",,https://www.zdnet.com/article/chilean-bank-shuts-down-all-branches-following-ransomware-attack/,,,,,100
Newcastle University,,,academic,10,742,unknown,,,unknown,2,2020,SEP,UK,,,,DoppelPaymer,,,,,,https://www.bleepingcomputer.com/news/security/doppelpaymer-ransomware-hits-newcastle-university-leaks-data/,,,,,99
Equinix,,one of the world's largest providers of data centers,tech,25,5999,unknown,,,unknown,2,2020,SEP,USA,,,,Not revealed,EQIX,12/30/2020,,,,https://www.zdnet.com/article/data-center-giant-equinix-discloses-ransomware-incident/,https://finance.yahoo.com/quote/EQIX/financials?p=EQIX,,,,98
SoftServe,,one of Ukraine's largest IT companies,tech,10,1000,unknown,,,unknown,2,2020,SEP,Ukraine,,,,RansomEXX,,,9000,Customers' source code allegedly stolen,,https://www.bleepingcomputer.com/news/security/softserve-hit-by-ransomware-windows-customization-tool-exploited/,https://www.softserveinc.com/en-us/about-us,,,,97
Development Bank of Seychelles,,,finance,1,2,unknown,,,unknown,2,2020,SEP,Seychelles,,,,Not revealed,,,,Customer and bank info potentially stolen,,https://www.bleepingcomputer.com/news/security/development-bank-of-seychelles-hit-by-ransomware-attack/,,,,,96
Artech Information Systems,,one of the largest US IT staffing companies,logistics,10,810,unknown,,,unknown,2,2020,SEP,USA,,,,REvil,,,10500,"Personal, financial, and health info exposed in the attack",,https://www.bleepingcomputer.com/news/security/us-staffing-firm-artech-discloses-ransomware-attack-data-breach/,https://www.artech.com/overview/about-us/,,,,95
Dusseldorf University Hospital,,,healthcare,1,1,unknown,,,unknown,2,2020,SEP,Germany,,The ransomware attack on Dusseldorf Hospital reported in the first ever human death caused due to a cyber attack. A woman patient died while being rerouted to another hospital since Dusseldorf was unable to receive her as it was in the midst of dealing with the attack. The ransomware gang had withdrawn its ransom demands after the German police reached out to them and MAY turn the investigation into a murder case if the gang and hospital downtime are directly related to the cause of death.,y,Not revealed,,,,,,https://www.zdnet.com/article/first-death-reported-following-a-ransomware-attack-on-a-german-hospital/,,,,,94
Anglicare,,"Australian organization holding records on adoption, mental health services, etc",healthcare,5,58,unknown,,,refused,2,2020,SEP,Australia,,,,Not revealed,,,,17 gigabytes of data was transmitted to a remote location,,https://www.abc.net.au/news/2020-09-19/anglicare-sydney-victim-of-cyber-security-breach-involving-data/12681510,,,,,93
IPG Photonics,,leading American laser developer,government,25,1201,unknown,,,unknown,2,2020,SEP,USA,,,,RansomEXX,IPGP,12/30/2020,,,,https://www.bleepingcomputer.com/news/security/leading-us-laser-developer-ipg-photonics-hit-with-ransomware/,https://finance.yahoo.com/quote/IPGP/financials?p=IPGP,,,,92
Tyler Technologies,,US' largest software provider,tech,25,1117,4,4,cost,ransom paid,2,2020,SEP,USA,,,,RansomEXX,TYL,12/30/2020,,lost $4 million in sales,,https://www.bleepingcomputer.com/news/security/tyler-technologies-paid-ransomware-gang-for-decryption-key/,https://www.crn.com/news/channel-programs/tyler-technologies-lost-4-million-in-sales-due-to-ransomware-attack,https://finance.yahoo.com/quote/TYL/financials?p=TYL,,,91
ERT,eResearchTechnology,major American health tech firm,healthcare,10,612,unknown,,,unknown,2,2020,OCT,USA,,,,Not revealed,,,,Coronavirus clinical trials disrupted by the ransomware attack,,https://www.cpomagazine.com/cyber-security/ransomware-attack-on-a-major-health-tech-firm-slows-down-several-covid-19-clinical-trials/,,,,,90
Ardonagh Group,,UK's second largest privately owned insurance broker,finance,10,1000,94,94,cost,unknown,2,2020,OCT,UK,,,,Not revealed,PRIVATE,,5001-10000,$94 million in losses,,https://www.theregister.com/2020/10/06/ardonagh_group_ransomware/,https://finance.yahoo.com/company/the-ardonagh-group?h=eyJlIjoidGhlLWFyZG9uYWdoLWdyb3VwIiwibiI6IlRoZSBBcmRvbmFnaCBHcm91cCJ9&.tsrc=fin-srch,,,,89
Yazoo County School District,,,academic,5,10,300000,0.3,,ransom paid,2,2020,OCT,USA,,,,Not revealed,,,,,,https://www.infosecurity-magazine.com/news/cyberattack-on-mississippi-schools/,,,,,88
Crytek,,leading game developers of games such as Crysis & Hunt:Showdown,gaming,10,116,unknown,,,unknown,2,2020,OCT,Germany,,,,Egregor,,,,"In addition to encrypting the devices, the Egregor gang claims to have stolen unencrypted files from Crytek and leaked a 380MB archive on their data leak site.",,https://www.bleepingcomputer.com/news/security/crytek-hit-by-egregor-ransomware-ubisoft-data-leaked/,,,,,87
Haldiram's,,Indian snacks and food giant,retail,10,546,750000,0.75,,unknown,2,2020,OCT,India,,,,Not revealed,,,,,,https://timesofindia.indiatimes.com/city/noida/haldirams-hit-by-ransomware-attack-hackers-asked-for-7-5l/articleshow/78712465.cms,http://www.haldiram.com/news/becomes-Indias-biggest-snack-maker-with-a-turnover-of-rs-4000-crore,,,,86
STM,Société de transport de Montréal,,transport,1,1,unknown,,,unknown,2,2020,OCT,Canada,,,,RansomEXX,,,,,,https://www.bleepingcomputer.com/news/security/montreals-stm-public-transport-system-hit-by-ransomware-attack/,,,,,85
Vastaamo,,Finish psychotherapy clinic,healthcare,5,10,200 euros per patient,0.49,,unknown,2,2020,OCT,Finland,,Confidential records of thousands of psychotherapy patients were hacked and leaked online. Patients received emails with a demand of 200 euros in BTC to prevent the contents of their discussions with therapists being made public.,y,Not revealed,,,,ransom is our calc (200 euro * 2000 patients),,https://www.theguardian.com/world/2020/oct/26/tens-of-thousands-psychotherapy-records-hacked-in-finland,,,,,84
Boyne Resorts,,operates golf and ski resorts across USA & Canada,media & sports,10,916,unknown,,,unknown,2,2020,OCT,"USA, Canada",,,,WastedLocker,,,11000+,,,https://www.bleepingcomputer.com/news/security/wastedlocker-ransomware-hits-boyne-resorts-ski-resort-operator/,https://www.boyneresorts.com/about-us,,,,83
Steelcase,,world's largest office furniture manufacturer,logistics,25,2596,unknown,,,unknown,2,2020,OCT,USA,,,,Ryuk,SCS,2/27/2021,,,,https://www.bleepingcomputer.com/news/security/steelcase-furniture-giant-hit-by-ryuk-ransomware-attack/,https://finance.yahoo.com/quote/SCS/financials?p=SCS,,,,82
Dr.Reddy's Laboratories,,Indian multinational pharmaceutical company,healthcare,25,2592,unknown,,,refused,2,2020,OCT,India,,,,Not revealed,DRREDDY.BO,3/30/2021,,,,https://timesofindia.indiatimes.com/city/hyderabad/dr-reddys-admits-to-ransomware-attack-says-still-restoring-data-investigating-origin/articleshow/78921019.cms,https://finance.yahoo.com/quote/DRREDDY.BO/financials?p=DRREDDY.BO,,,,81
GPI,Gaming Partners International,one of the world's largest supplier of casino currency,media & sports,5,87,unknown,,,unknown,2,2020,OCT,USA,,,,REvil,,,,,,https://www.forbes.com/sites/leemathews/2020/10/31/ransomware-gang-claims-international-casino-equipment--supplier-as-latest-victim/?sh=7fefe88468b2,,,,,80
Mattel,,,retail,25,4584,unknown,,,unknown,2,2020,NOV,USA,,,,Not revealed,MAT,12/30/2020,,,,https://www.zdnet.com/article/toy-maker-mattel-discloses-ransomware-attack/,https://finance.yahoo.com/quote/MAT/financials?p=MAT,,,,79
Capcom,,Japanese game developer of popular games such as Resident Evil and Street Fighter,gaming,100,81591,11,11,,unknown,2,2020,NOV,Japan,,,,Ragnar Locker,CCOEY,3/30/2020,,,,https://www.bleepingcomputer.com/news/security/capcom-hit-by-ragnar-locker-ransomware-1tb-allegedly-stolen/,https://finance.yahoo.com/quote/CCOEY/financials?p=CCOEY,,,,78
Campari Group,,"popular Italian beverage company known for Campari, Frangelico, Epsolon",food & beverage,25,2000,15,15,,unknown,2,2020,NOV,Italy,,,,Ragnar Locker,,,,,,https://www.bleepingcomputer.com/news/security/campari-hit-by-ragnar-locker-ransomware-15-million-demanded/,,,,,77
GEO Group,,runs private prisons & illegal immigration detention centres in the US & other countries,government,25,2350,unknown,,,unknown,2,2020,NOV,USA,,,,Not revealed,GEO,12/30/2020,,Personal data and health information for some inmates and residents was exposed during the incident,,https://www.zdnet.com/article/company-that-runs-us-illegal-immigration-detention-centers-discloses-ransomware-attack/,https://finance.yahoo.com/quote/GEO/financials?p=GEO,,,,76
Compal,,"Taiwanese electronics company producing for HP, Dell, Toshiba",tech,100,37877,unknown,,,unknown,2,2020,NOV,Taiwan,,,,DoppelPaymer,2324.TW,12/30/2020,,,,https://www.zdnet.com/article/compal-the-second-largest-laptop-manufacturer-in-the-world-hit-by-ransomware/,https://finance.yahoo.com/quote/2324.TW/financials?p=2324.TW,,,,75
Miltenyi Biotec,,German biotech company,healthcare,10,877,unknown,,,unknown,2,2020,NOV,Germany,,,,MountLocker,PRIVATE,,1001-5000,ransomware actors have leaked 5% out of the 150 GB of data they claim to have stolen,,https://www.bleepingcomputer.com/news/security/biotech-research-firm-miltenyi-biotec-hit-by-ransomware-data-leaked/,https://finance.yahoo.com/company/miltenyi-biotec?h=eyJlIjoibWlsdGVueWktYmlvdGVjIiwibiI6Ik1pbHRlbnlpIEJpb3RlYyJ9&.tsrc=fin-srch,,,,74
Cencosud,,one of Latin America's largest retail companies,retail,25,13676,unknown,,,unknown,2,2020,NOV,Chile,,,,Egregor,CENCOSUD.SN,,,,,https://www.bleepingcomputer.com/news/security/retail-giant-cencosud-hit-by-egregor-ransomware-attack-stores-impacted/,https://finance.yahoo.com/quote/CENCOSUD.SN/financials?p=CENCOSUD.SN,,,,73
