0,1,2,3,4
36916,"Cuttack,",Rajasthan,,
36919,"Davanagere,",Goa,,
36920,"Berhampore,",Rajasthan,,
36921,"Farrukhabad,",Tripura,,
36922,"Hubli–Dharwad,",Goa,,
36925,"Patiala,",Uttarakhand,,
36926,"Gangtok,",Maharashtra,,
36928,"Chinsurah,",Maharashtra,,
36929,"Jamalpur,",Gujarat,23.013924,72.582062
36930,"Mangalore,",Telangana,,
36931,"Dehradun,",Gujarat,,
36932,"Ballia,",Mizoram,,
36933,"Visakhapatnam,",Kerala,17.767146,83.21208
36934,"Chinsurah,",Odisha,,
36935,"Ghaziabad,",Kerala,,
36937,"Thanjavur,",Uttarakhand,,
36938,"Satara,",Mizoram,,
36939,"Aurangabad,",Nagaland,,
36941,"Srinagar,",Maharashtra,19.2602,72.859851
36942,"Bijapur,",Telangana,,
36944,"Jodhpur,",Punjab,30.388425,76.911421
36945,"Chandrapur,",Kerala,,
36946,"Tirupati,",Nagaland,,
36947,"Katihar,",Mizoram,,
36948,"Thoothukudi,",Bihar,,
36949,"Dindigul,",Maharashtra,,
36950,"Nanded,",Chhattisgarh,,
36954,"Jalandhar,",Maharashtra,,
36956,"Moradabad,",Chhattisgarh,,
36958,"Ambarnath,",Uttarakhand,,
36960,"Bathinda,",Haryana,27.875802,76.117298
36961,"Pudukkottai,",Meghalaya,,
36962,"Rohtak,",Rajasthan,29.908723,74.175256
36964,"Visakhapatnam,",Manipur,,
36965,"Aurangabad,",Bihar,24.786306,84.41449
36967,"Tirunelveli,",Rajasthan,,
36970,"Ozhukarai,",Karnataka,,
36971,"Ambattur,",Punjab,13.049619,80.181451
36978,"Faridabad,",Jharkhand,,
36980,"Ramagundam,",Sikkim,,
36982,"Tumkur,",Nagaland,,
36983,"Ahmedabad,",Assam,,
36984,"Aurangabad,",Meghalaya,,
36985,"Munger,",Bihar,25.0,86.25
36986,"Ballia,",Meghalaya,,
36988,"Haldia,",Sikkim,,
36994,"Mathura,",Telangana,19.642668,78.856403
36996,"Mango,",Tripura,,
36998,"Bhiwandi,",Goa,,
36999,"Gaya,",Nagaland,,
37001,"Anantapuram,",Goa,,
37002,"Chandrapur,",Jharkhand,,
37003,"Kavali,",Maharashtra,,
37004,"Durgapur,",Gujarat,,
37005,"Loni,",Nagaland,,
37007,"Etawah,",Bihar,,
37008,"Maheshtala,",Chhattisgarh,,
37009,"Jalna,",Manipur,,
37010,"Ghaziabad,",Odisha,,
37011,"Tiruvottiyur,",Jharkhand,,
37012,"Darbhanga,",Karnataka,,
37013,"Anand,",Uttarakhand,28.973533,79.430648
37014,"Panihati,",Rajasthan,,
37016,"Kharagpur,",Rajasthan,26.900563,77.860064
37017,"Anantapuram,",Karnataka,,
37018,"Karimnagar,",Odisha,,
37019,"Bareilly,",Maharashtra,,
37020,"Guntur,",Goa,,
37022,"Ghaziabad,",Tripura,,
37024,"Bhopal,",Chhattisgarh,18.863166,80.383556
37025,"Saharanpur,",Manipur,,
37026,"Sagar,",Bihar,26.119488,85.388391
37028,"Aligarh,",Telangana,,
37029,"Madhyamgram,",Kerala,,
37030,"Bongaigaon,",Meghalaya,,
37032,"Karaikudi,",Telangana,,
37033,"Kanpur,",Goa,,
37035,"Buxar,",Chhattisgarh,,
37036,"Morena,",Nagaland,,
37038,"Ramgarh,",Gujarat,,
37039,"Madhyamgram,",Tripura,,
37040,"Bangalore,",Jharkhand,,
37041,"Deoghar,",Mizoram,,
37042,"Ambala,",Haryana,30.384367,76.770421
37046,"Haridwar,",Jharkhand,,
37047,"Amaravati,",Uttarakhand,,
37048,"Jaipur,",Uttarakhand,29.122923,79.686885
37049,"Nellore,",Meghalaya,,
37050,"Nagaon,",Kerala,,
37051,"Ajmer,",Rajasthan,26.4691,74.639
37052,"Bhusawal,",Rajasthan,,
37054,"Madanapalle,",Uttarakhand,,
37055,"Kurnool,",Nagaland,,
37056,"Thanjavur,",Punjab,10.657407,79.051318
37057,"Surat,",Karnataka,,
37062,"Tinsukia,",Mizoram,,
37063,"Ichalkaranji,",Bihar,,
37065,"Ozhukarai,",Meghalaya,,
37066,"Bidar,",Manipur,,
37069,"Anand,",Manipur,,
37070,"Jhansi,",Jharkhand,,
37073,"Davanagere,",Jharkhand,,
37074,"Bareilly,",Bihar,,
37075,"Tiruchirappalli,",Manipur,,
37076,"Gandhinagar,",Maharashtra,19.792741,78.969297
37081,"Kozhikode,",Odisha,,
37083,"Shimla,",Sikkim,,
37085,"Delhi,",Uttarakhand,29.930713,78.09052
37086,"Jalna,",Gujarat,,
37087,"Tinsukia,",Goa,,
37089,"Kochi,",Gujarat,,
37090,"Hubli–Dharwad,",Punjab,15.35675,75.139363
37091,"Kishanganj,",Kerala,,
37092,"Rajahmundry,",Goa,,
37093,"Udaipur,",Kerala,,
37094,"Ghaziabad,",Manipur,,
37095,"Kanpur,",Sikkim,,
37098,"Burhanpur,",Sikkim,,
37100,"Aligarh,",Sikkim,,
37101,"Dhanbad,",Goa,,
37104,"Mangalore,",Gujarat,,
37105,"Patiala,",Goa,,
37106,"Gorakhpur,",Rajasthan,,
37107,"Raipur,",Sikkim,,
37108,"Kurnool,",Nagaland,,
37110,"Gaya,",Gujarat,,
37111,"Bhiwani,",Meghalaya,,
37112,"Nellore,",Mizoram,,
37113,"Singrauli,",Telangana,,
37114,"Dehri,",Assam,,
37115,"Bikaner,",Telangana,17.457881,78.373236
37117,"Ujjain,",Nagaland,,
37118,"Shivpuri,",Punjab,30.705338,76.225086
37119,"Maheshtala,",Maharashtra,,
37121,"Korba,",Meghalaya,,
37123,"Chandigarh,",Karnataka,,
37124,"Guna,",Rajasthan,26.794655,76.63672
37125,"Jhansi,",Assam,,
37126,"Nizamabad,",Maharashtra,,
37127,"Pali,",Goa,15.471546,74.055458
37129,"Bulandshahr,",Sikkim,,
37130,"Bharatpur,",Telangana,,
37131,"Phagwara,",Telangana,,
37132,"Jaipur,",Nagaland,,
37134,"Purnia,",Jharkhand,24.516686,87.133309
37135,"Bijapur,",Maharashtra,20.408949,78.016841
37137,"Gaya,",Uttarakhand,29.926322,79.235461
37138,"Rourkela,",Haryana,,
37139,"Vijayanagaram,",Jharkhand,,
37141,"Kolkata,",Punjab,22.559191,88.353352
37142,"Nanded,",Goa,,
37143,"Jalgaon,",Haryana,,
37144,"Ramagundam,",Rajasthan,,
37146,"Bhatpara,",Kerala,,
37147,"Amritsar,",Manipur,,
37148,"Moradabad,",Rajasthan,,
37149,"Begusarai,",Assam,,
37150,"Pallavaram,",Meghalaya,,
37151,"Shimla,",Tripura,,
37152,"Ghaziabad,",Uttarakhand,,
37153,"Gurgaon,",Karnataka,28.4649,77.033616
37154,"Junagadh,",Haryana,,
37156,"Fatehpur,",Haryana,30.124093,77.34086
37157,"Kharagpur,",Jharkhand,,
37158,"Firozabad,",Nagaland,,
37159,"Dehradun,",Uttarakhand,30.325565,78.043681
37160,"Ghaziabad,",Odisha,,
37162,"Anand,",Manipur,,
37163,"Naihati,",Gujarat,,
37165,"Kochi,",Odisha,,
37166,"Kalyan-Dombivli,",Jharkhand,,
37169,"Bhimavaram,",Tripura,,
37170,"Ujjain,",Meghalaya,,
37171,"Junagadh,",Sikkim,,
37172,"Nellore,",Odisha,,
37173,"Morbi,",Maharashtra,19.175932,72.956353
37174,"Gandhinagar,",Kerala,9.846442,76.972411
37176,"Anand,",Karnataka,12.96005,77.645172
37177,"Faridabad,",Kerala,28.416285,77.311239
37178,"Jaipur,",Odisha,20.885827,82.991363
37179,"Ahmednagar,",Rajasthan,,
37181,"Gaya,",Rajasthan,,
37182,"Arrah,",Jharkhand,,
37183,"Ozhukarai,",Tripura,,
37184,"Bhatpara,",Chhattisgarh,21.729897,81.959572
37186,"Jalna,",Kerala,,
37187,"Saharanpur,",Manipur,,
37189,"Deoghar,",Haryana,,
37190,"Imphal,",Tripura,,
37192,"Mahbubnagar,",Uttarakhand,,
37193,"Kottayam,",Odisha,,
37194,"Bellary,",Punjab,13.070809,77.590382
37196,"Tenali,",Sikkim,,
37197,"Maheshtala,",Nagaland,,
37198,"Malda,",Chhattisgarh,21.723912,82.50997
37199,"Madhyamgram,",Chhattisgarh,,
37200,"Nizamabad,",Goa,,
37201,"Jalna,",Meghalaya,,
37202,"Allahabad,",Mizoram,,
37203,"Karaikudi,",Kerala,10.073842,77.062172
37204,"Bhind,",Maharashtra,,
37205,"Begusarai,",Haryana,,
37206,"Orai,",Goa,,
37209,"Bhopal,",Sikkim,,
37211,"Kavali,",Sikkim,,
37213,"Hubli–Dharwad,",Bihar,,
37215,"Gulbarga,",Kerala,,
37216,"Darbhanga,",Maharashtra,,
37217,"Tezpur,",Sikkim,,
37218,"Mirzapur,",Mizoram,,
37220,"Latur,",Goa,,
37221,"Allahabad,",Karnataka,12.940021,77.565169
37222,"Bhatpara,",Punjab,,
37223,"Haridwar,",Odisha,,
37224,"Machilipatnam,",Odisha,,
37225,"Vijayanagaram,",Bihar,,
37226,"Hosur,",Assam,,
37227,"Nanded,",Rajasthan,,
37230,"Bhind,",Gujarat,,
37231,"Mehsana,",Manipur,,
37232,"Bikaner,",Assam,,
37233,"Anantapur,",Goa,,
37234,"Jabalpur,",Jharkhand,,
37235,"Gandhidham,",Rajasthan,,
37236,"Haldia,",Rajasthan,,
37237,"Ludhiana,",Meghalaya,,
37238,"Aligarh,",Kerala,10.923423,76.24276
37239,"Burhanpur,",Jharkhand,,
37241,"Davanagere,",Sikkim,,
37242,"Jamalpur,",Maharashtra,21.35196,78.152147
37243,"Nashik,",Uttarakhand,,
37246,"Ulhasnagar,",Haryana,,
37247,"Bhubaneswar,",Chhattisgarh,,
37248,"Varanasi,",Mizoram,,
37250,"Aligarh,",Gujarat,,
37251,"Patiala,",Rajasthan,,
37252,"Vasai-Virar,",Odisha,,
37254,"Tiruchirappalli,",Sikkim,,
37255,"Ujjain,",Telangana,,
37259,"Nagpur,",Haryana,29.653066,75.425657
37260,"Bhusawal,",Mizoram,,
37263,"Kota,",Maharashtra,20.087616,79.634697
37264,"Vijayanagaram,",Karnataka,,
37266,"Udaipur,",Uttarakhand,30.087374,79.76174
37267,"Bhind,",Bihar,,
37268,"Kakinada,",Telangana,,
37270,"Kota,",Rajasthan,25.173702,75.857419
37273,"Bhiwani,",Manipur,,
37274,"Kollam,",Tripura,,
37275,"Barasat,",Odisha,,
37279,"Gangtok,",Bihar,,
37280,"Nellore,",Manipur,,
37281,"Panvel,",Telangana,,
37282,"Aizawl,",Bihar,,
37283,"Farrukhabad,",Rajasthan,,
37287,"Orai,",Odisha,,
37288,"Bikaner,",Kerala,,
37289,"Rajkot,",Telangana,,
37290,"Ahmedabad,",Mizoram,,
37291,"Karnal,",Manipur,,
37292,"Alappuzha,",Karnataka,,
37293,"Gangtok,",Punjab,,
37294,"Faridabad,",Gujarat,,
37295,"Bhind,",Meghalaya,,
37296,"Guntur,",Goa,,
37297,"Delhi,",Uttarakhand,29.930713,78.09052
37298,"Satara,",Kerala,8.486973,76.95168
37299,"Maheshtala,",Gujarat,,
37300,"Mira-Bhayandar,",Meghalaya,,
37301,"Medininagar,",Karnataka,,
37302,"Howrah,",Nagaland,,
37305,"Aurangabad,",Tripura,,
37306,"Fatehpur,",Rajasthan,26.207121,76.646075
37307,"Bikaner,",Goa,,
37308,"Singrauli,",Tripura,,
37309,"Bharatpur,",Rajasthan,27.215445,77.498696
37310,"Madhyamgram,",Kerala,,
37311,"Pune,",Nagaland,,
37313,"Nadiad,",Goa,,
37314,"Bhiwandi,",Chhattisgarh,,
37315,"Bidar,",Gujarat,,
37316,"Bardhaman,",Bihar,23.551393,87.311596
37317,"Mehsana,",Odisha,,
37318,"Agartala,",Haryana,,
37319,"Mahbubnagar,",Maharashtra,,
37320,"Ahmedabad,",Sikkim,,
37321,"Lucknow,",Haryana,,
37323,"Bangalore,",Assam,12.945762,77.600163
37324,"Shahjahanpur,",Telangana,,
37325,"Agra,",Rajasthan,24.793981,75.392089
37326,"Pimpri-Chinchwad,",Karnataka,,
37327,"Mangalore,",Rajasthan,,
37329,"Hospet,",Uttarakhand,,
37331,"Patna,",Chhattisgarh,23.303998,82.669419
37332,"Gangtok,",Rajasthan,,
37333,"Satara,",Mizoram,,
37334,"Gangtok,",Punjab,,
37335,"Korba,",Haryana,,
37336,"Bijapur,",Nagaland,,
37337,"Guna,",Punjab,,
37339,"Nandyal,",Mizoram,,
37340,"Bulandshahr,",Tripura,,
37342,"Anand,",Maharashtra,18.490992,73.825905
37343,"Farrukhabad,",Jharkhand,,
37346,"Ghaziabad,",Manipur,,
37348,"Udaipur,",Punjab,30.253332,76.531546
37349,"Bellary,",Jharkhand,,
37351,"Kochi,",Chhattisgarh,,
37352,"Silchar,",Goa,,
37353,"Noida,",Odisha,,
37354,"Eluru,",Jharkhand,,
37355,"Ambattur,",Meghalaya,,
37356,"Imphal,",Chhattisgarh,,
37357,"Rohtak,",Meghalaya,,
37358,"Patna,",Karnataka,13.062013,78.252745
37360,"Bidar,",Jharkhand,,
37361,"Kharagpur,",Nagaland,,
37363,"Ajmer,",Mizoram,,
37365,"Amravati,",Mizoram,,
37366,"Hapur,",Telangana,,
37367,"Tirupati,",Nagaland,,
37369,"Vellore,",Telangana,,
37370,"Pallavaram,",Rajasthan,,
37371,"Cuttack,",Kerala,,
37372,"Visakhapatnam,",Kerala,17.767146,83.21208
37374,"Ichalkaranji,",Manipur,,
37375,"Malda,",Nagaland,,
37376,"Shimla,",Punjab,31.101705,77.177115
37377,"Gandhinagar,",Karnataka,15.434755,75.01835
37378,"Ongole,",Chhattisgarh,,
37379,"Pali,",Nagaland,,
37380,"Vasai-Virar,",Chhattisgarh,,
37381,"Coimbatore,",Maharashtra,,
37382,"Vasai-Virar,",Haryana,,
37383,"Kamarhati,",Meghalaya,,
37384,"Kavali,",Mizoram,,
37385,"Ambarnath,",Nagaland,,
37386,"Arrah,",Rajasthan,,
37387,"Jamalpur,",Maharashtra,21.35196,78.152147
37388,"Tirunelveli,",Maharashtra,,
37390,"Amroha,",Sikkim,,
37391,"Hyderabad,",Tripura,,
37392,"Hazaribagh,",Goa,,
37393,"Shimla,",Uttarakhand,28.980152,79.422081
37395,"Bareilly,",Telangana,,
37396,"Chandigarh,",Rajasthan,27.611727,76.837424
37397,"Sambhal,",Karnataka,,
37398,"Ghaziabad,",Tripura,,
37399,"Chennai,",Haryana,,
37400,"Munger,",Meghalaya,,
37402,"Kanpur,",Telangana,,
37404,"Bhilwara,",Rajasthan,25.5,74.75
37406,"Howrah,",Bihar,,
37407,"Amravati,",Haryana,30.754997,76.90728
37408,"Darbhanga,",Punjab,,
37409,"Satna,",Maharashtra,,
37411,"Madurai,",Haryana,,
37414,"Ichalkaranji,",Meghalaya,,
37416,"Motihari,",Tripura,,
37417,"Giridih,",Bihar,,
37418,"Dehri,",Gujarat,,
37420,"Tiruchirappalli,",Meghalaya,,
37421,"Gangtok,",Maharashtra,,
37422,"Bikaner,",Sikkim,,
37423,"Gorakhpur,",Odisha,19.238934,83.110631
37424,"Tenali,",Uttarakhand,,
37425,"Cuttack,",Telangana,,
37427,"Saharanpur,",Punjab,29.685876,77.673949
37428,"Madurai,",Karnataka,12.896608,77.720476
37429,"Guntakal,",Meghalaya,,
37430,"Chapra,",Jharkhand,,
37431,"Gorakhpur,",Kerala,,
37432,"Bardhaman,",Telangana,,
37433,"Secunderabad,",Bihar,,
37435,"Nagercoil,",Sikkim,,
37436,"Bhilai,",Telangana,,
37439,"Dewas,",Kerala,,
37443,"Eluru,",Jharkhand,,
37444,"Unnao,",Jharkhand,,
37445,"Ujjain,",Haryana,,
37446,"Nadiad,",Odisha,,
37447,"Ahmednagar,",Jharkhand,,
37448,"Bardhaman,",Uttarakhand,,
37449,"Sonipat,",Uttarakhand,,
37450,"Akola,",Assam,,
37452,"Kota,",Assam,4.834475,100.730112
37453,"Bharatpur,",Sikkim,,
37454,"Gorakhpur,",Rajasthan,,
37455,"Jamalpur,",Nagaland,,
37456,"Ramagundam,",Punjab,,
37457,"Delhi,",Odisha,22.257311,84.837447
37458,"Serampore,",Kerala,,
37459,"Aurangabad,",Meghalaya,,
37460,"Alappuzha,",Gujarat,,
37461,"Phusro,",Jharkhand,23.760182,85.9755
37462,"Bijapur,",Karnataka,16.826991,75.717539
37463,"Kadapa,",Sikkim,,
37465,"Kishanganj,",Manipur,,
37466,"Bilaspur,",Mizoram,,
37468,"Jhansi,",Uttarakhand,,
37469,"Ghaziabad,",Karnataka,,
37470,"Jalgaon,",Rajasthan,,
37471,"Udaipur,",Rajasthan,24.578721,73.686257
37474,"Siwan,",Maharashtra,,
37475,"Munger,",Sikkim,,
37476,"Dindigul,",Haryana,,
37478,"Ambarnath,",Chhattisgarh,,
37479,"Allahabad,",Gujarat,,
37481,"Aizawl,",Telangana,,
37484,"Sambhal,",Assam,,
37487,"Secunderabad,",Meghalaya,,
37488,"Amritsar,",Uttarakhand,30.320412,78.050949
37489,"Anantapur,",Nagaland,,
37490,"Shahjahanpur,",Tripura,,
37494,"Shivpuri,",Tripura,,
37495,"Haldia,",Gujarat,,
37497,"Morena,",Bihar,,
37498,"Solapur,",Goa,,
37499,"Srikakulam,",Jharkhand,,
37500,"Mangalore,",Maharashtra,19.121152,72.849749
37501,"Ballia,",Bihar,25.422407,86.307828
37502,"Firozabad,",Uttarakhand,,
37503,"Lucknow,",Sikkim,,
37504,"Phusro,",Jharkhand,23.760182,85.9755
37507,"Burhanpur,",Kerala,,
37508,"Farrukhabad,",Manipur,,
37509,"Katni,",Kerala,,
37510,"Imphal,",Punjab,24.825695,93.944852
37513,"Suryapet,",Rajasthan,,
37514,"Kulti,",Mizoram,,
37515,"Kolhapur,",Assam,,
37516,"Maheshtala,",Kerala,,
37517,"Amritsar,",Maharashtra,19.869304,75.635868
37518,"Berhampur,",Meghalaya,,
37519,"Nagaon,",Chhattisgarh,,
37520,"Ambala,",Odisha,,
37523,"Akola,",Tripura,,
37524,"Davanagere,",Sikkim,,
37525,"Orai,",Bihar,,
37526,"Aizawl,",Bihar,,
37528,"Nellore,",Jharkhand,,
37529,"Amravati,",Kerala,,
37530,"Purnia,",Bihar,26.0,87.5
37531,"Amroha,",Manipur,,
37532,"Gudivada,",Kerala,16.543141,81.514877
37533,"Thane,",Manipur,,
37534,"Bhimavaram,",Nagaland,,
37535,"Bulandshahr,",Goa,,
37536,"Nagercoil,",Nagaland,,
37539,"Chapra,",Maharashtra,,
37540,"Coimbatore,",Chhattisgarh,,
37541,"Baranagar,",Odisha,,
37543,"Bhilwara,",Chhattisgarh,,
37548,"Guntur,",Bihar,,
37550,"Pimpri-Chinchwad,",Gujarat,,
37551,"Ozhukarai,",Telangana,,
37552,"Bijapur,",Telangana,,
37553,"Thrissur,",Odisha,,
37554,"Dhanbad,",Manipur,,
37555,"Siwan,",Assam,,
37556,"Bhagalpur,",Karnataka,,
37557,"Madanapalle,",Jharkhand,,
37558,"Bhilwara,",Maharashtra,,
37559,"Bhilwara,",Punjab,,
37560,"Ulhasnagar,",Rajasthan,,
37561,"Kadapa,",Telangana,15.430631,78.497419
37562,"Bharatpur,",Bihar,27.699572,84.423708
37563,"Mango,",Maharashtra,19.130781,72.819802
37564,"Nizamabad,",Rajasthan,,
37565,"Kolkata,",Haryana,22.578542,88.393437
37566,"Jamshedpur,",Rajasthan,22.773157,86.181541
37567,"Shimla,",Maharashtra,18.958067,72.802503
37568,"Aligarh,",Telangana,,
37569,"Kakinada,",Uttarakhand,,
37570,"Satara,",Odisha,,
37571,"Pimpri-Chinchwad,",Karnataka,,
37572,"Latur,",Uttarakhand,,
37574,"Arrah,",Bihar,25.623457,84.596839
37575,"Sirsa,",Sikkim,,
37578,"Hazaribagh,",Bihar,,
37579,"Noida,",Meghalaya,,
37581,"Panipat,",Telangana,,
37583,"Fatehpur,",Gujarat,23.74766,68.660855
37584,"Satna,",Maharashtra,,
37586,"Avadi,",Bihar,,
37587,"Tadepalligudem,",Nagaland,,
37589,"Kakinada,",Telangana,,
37590,"Cuttack,",Odisha,20.4686,85.8792
37591,"Coimbatore,",Telangana,,
37592,"Cuttack,",Assam,,
37593,"Aizawl,",Goa,,
37595,"Ahmedabad,",Rajasthan,25.05675,73.885353
37597,"Bidar,",Tripura,,
37599,"Hospet,",Gujarat,,
37600,"Bhusawal,",Goa,,
37602,"Patna,",Bihar,25.609324,85.123525
37603,"Mirzapur,",Telangana,19.138795,77.957983
37604,"Tiruchirappalli,",Bihar,,
37607,"Orai,",Goa,,
37608,"Phusro,",Telangana,,
37609,"Giridih,",Karnataka,,
37611,"Munger,",Bihar,25.0,86.25
37612,"Satara,",Nagaland,,
37614,"Coimbatore,",Kerala,10.772608,76.673683
37615,"Jalna,",Rajasthan,,
37616,"Saharsa,",Mizoram,,
37618,"Madurai,",Tripura,,
37619,"Kozhikode,",Tripura,,
37620,"Nashik,",Kerala,,
37621,"Tirupati,",Nagaland,,
37622,"Mahbubnagar,",Punjab,16.75015,77.993973
37623,"Gaya,",Maharashtra,18.061615,73.00886
37624,"Ambattur,",Manipur,,
37625,"Nagercoil,",Telangana,,
37626,"Munger,",Odisha,,
37627,"Kolkata,",Kerala,,
37628,"Sasaram,",Odisha,,
37629,"Aligarh,",Haryana,,
37630,"Bhopal,",Goa,,
37631,"Durg,",Gujarat,,
37632,"Ulhasnagar,",Maharashtra,19.193816,73.191432
37633,"Raiganj,",Mizoram,,
37634,"Jabalpur,",Chhattisgarh,22.659188,81.925529
37635,"Baranagar,",Gujarat,,
37636,"Vijayawada,",Telangana,17.138811,79.625255
37637,"Madanapalle,",Bihar,,
37638,"Anantapuram,",Uttarakhand,,
37639,"Noida,",Gujarat,,
37643,"Nadiad,",Manipur,,
37645,"Jalandhar,",Mizoram,,
37647,"Bongaigaon,",Maharashtra,,
37648,"Warangal,",Karnataka,,
37649,"Gwalior,",Punjab,25.886785,78.334532
37650,"Mango,",Mizoram,,
37651,"Dehradun,",Kerala,,
37652,"Thrissur,",Uttarakhand,,
37655,"Alappuzha,",Karnataka,,
37656,"Loni,",Uttarakhand,30.604663,78.82033
37657,"Giridih,",Punjab,,
37660,"Bareilly,",Rajasthan,,
37661,"Berhampore,",Meghalaya,,
37662,"Ratlam,",Meghalaya,,
37663,"Gudivada,",Nagaland,,
37664,"Varanasi,",Nagaland,,
37667,"Bokaro,",Manipur,,
37671,"Morena,",Maharashtra,,
37672,"Tumkur,",Punjab,,
37674,"Bahraich,",Mizoram,,
37675,"Durgapur,",Manipur,,
37676,"Hajipur,",Goa,,
37677,"Bellary,",Bihar,,
37679,"Khammam,",Odisha,,
37681,"Guna,",Odisha,,
37682,"Berhampore,",Tripura,,
37683,"Munger,",Karnataka,,
37685,"Chapra,",Telangana,,
37686,"Aizawl,",Chhattisgarh,,
37687,"Hindupur,",Nagaland,,
37688,"Agartala,",Goa,,
37689,"Jammu,",Kerala,,
37690,"Jalna,",Bihar,,
37691,"Tadepalligudem,",Goa,,
37692,"Mumbai,",Manipur,,
37693,"Tirupati,",Chhattisgarh,,
37694,"Kolkata,",Jharkhand,,
37695,"Siliguri,",Nagaland,,
37696,"Rampur,",Tripura,,
37697,"Mangalore,",Rajasthan,,
37698,"Deoghar,",Jharkhand,24.476642,86.606732
37699,"Firozabad,",Uttarakhand,,
37700,"Dhanbad,",Manipur,,
37702,"Bhusawal,",Tripura,,
37705,"Tadipatri,",Rajasthan,,
37707,"Saharsa,",Haryana,,
37708,"Nagpur,",Tripura,,
37709,"Motihari,",Karnataka,,
37710,"Kanpur,",Mizoram,,
37711,"Chandigarh,",Chhattisgarh,,
37712,"Vijayanagaram,",Jharkhand,,
37715,"Madanapalle,",Gujarat,,
37716,"Jaunpur,",Telangana,,
37717,"Tiruchirappalli,",Tripura,,
37718,"Tadipatri,",Rajasthan,,
37719,"Anantapuram,",Meghalaya,,
37721,"Dehradun,",Karnataka,,
37722,"Hospet,",Rajasthan,,
37723,"Barasat,",Telangana,,
37724,"Rohtak,",Meghalaya,,
37726,"Amravati,",Mizoram,,
37727,"Katni,",Odisha,,
37728,"Raebareli,",Punjab,,
37729,"Mangalore,",Telangana,,
37730,"Aurangabad,",Kerala,,
37731,"Guna,",Sikkim,,
37732,"Kolhapur,",Punjab,,
37733,"Indore,",Bihar,,
37734,"Jalna,",Punjab,,
37735,"Rewa,",Telangana,,
37737,"Warangal,",Haryana,,
37738,"Uluberia,",Maharashtra,,
37739,"Fatehpur,",Jharkhand,24.015656,86.956178
37741,"Thanjavur,",Karnataka,,
37743,"Bhopal,",Haryana,,
37744,"Kakinada,",Kerala,,
37745,"Jabalpur,",Odisha,,
37746,"Madanapalle,",Bihar,,
37748,"Mysore,",Uttarakhand,,
37749,"Muzaffarpur,",Nagaland,,
37750,"Karimnagar,",Manipur,,
37751,"Suryapet,",Meghalaya,,
37752,"Guna,",Haryana,,
37753,"Gandhinagar,",Goa,,
37755,"Jaipur,",Chhattisgarh,,
37757,"Bikaner,",Nagaland,,
37758,"Nadiad,",Jharkhand,,
37761,"Tiruppur,",Haryana,,
37762,"Mira-Bhayandar,",Maharashtra,19.294953,72.851261
37763,"Mira-Bhayandar,",Tripura,,
37764,"Tinsukia,",Tripura,,
37765,"Ujjain,",Karnataka,,
37766,"Ulhasnagar,",Maharashtra,19.193816,73.191432
37767,"Erode,",Telangana,,
37768,"Saharsa,",Rajasthan,,
37769,"Saharsa,",Goa,,
37770,"Khandwa,",Goa,,
37771,"Raipur,",Manipur,,
37773,"Kishanganj,",Nagaland,,
37774,"Agartala,",Nagaland,,
37775,"Dindigul,",Kerala,9.962268,76.295671
37776,"Jalgaon,",Nagaland,,
37777,"Noida,",Telangana,,
37778,"Thrissur,",Bihar,,
37779,"Ongole,",Bihar,,
37780,"Bidar,",Chhattisgarh,,
37781,"Erode,",Mizoram,,
37782,"Erode,",Bihar,,
37784,"Unnao,",Manipur,,
37786,"Shimoga,",Assam,,
37787,"Pondicherry,",Karnataka,11.936583,79.83137
37788,"Amaravati,",Assam,20.932671,77.754673
37789,"Amravati,",Assam,20.932671,77.754673
37790,"Rourkela,",Telangana,,
37791,"Jhansi,",Punjab,25.447688,78.595815
37792,"Rajkot,",Telangana,,
37793,"Ahmednagar,",Meghalaya,,
37794,"Panipat,",Sikkim,,
37797,"Dibrugarh,",Rajasthan,,
37798,"Bharatpur,",Karnataka,,
37799,"Nellore,",Jharkhand,,
37800,"Kamarhati,",Mizoram,,
37801,"Malda,",Manipur,,
37803,"Maheshtala,",Sikkim,,
37804,"Raebareli,",Tripura,,
37806,"Bulandshahr,",Mizoram,,
37807,"Pune,",Maharashtra,18.521428,73.854454
37810,"Gandhinagar,",Uttarakhand,30.028705,80.276387
37811,"Panchkula,",Assam,,
37812,"Rampur,",Assam,27.381664,95.901445
37813,"Salem,",Odisha,,
37816,"Siwan,",Sikkim,,
37818,"Kozhikode,",Gujarat,11.166785,75.842796
37819,"Dibrugarh,",Odisha,,
37823,"Eluru,",Mizoram,,
37826,"Kakinada,",Tripura,,
37827,"Raichur,",Telangana,17.085923,77.539903
37828,"Ranchi,",Gujarat,23.367007,85.324426
37829,"Kolhapur,",Assam,,
37830,"Udupi,",Uttarakhand,,
37832,"Secunderabad,",Meghalaya,,
37833,"Gudivada,",Maharashtra,,
37835,"Firozabad,",Chhattisgarh,,
37836,"Hubli–Dharwad,",Karnataka,15.460208,75.008345
37837,"Etawah,",Karnataka,,
37838,"Visakhapatnam,",Uttarakhand,,
37840,"Kollam,",Chhattisgarh,,
37842,"Shimla,",Haryana,30.840244,76.930997
37846,"Loni,",Assam,,
37847,"Yamunanagar,",Tripura,,
37848,"Jodhpur,",Uttarakhand,30.297055,78.128994
37849,"Pimpri-Chinchwad,",Maharashtra,18.627929,73.800983
