66.140.197.69, Longitud: 24.3868333, Latitud: 120.6785751
24.22.186.80, Longitud: 37.4647537, Latitud: 127.1254753
214.67.81.194, Longitud: 66.2525457, Latitud: 27.3290685
150.116.50.149, Longitud: 35.5778943, Latitud: 45.4381633
119.21.88.7, Longitud: 35.576986, Latitud: 45.3897016
31.214.186.208, Longitud: 35.3731567, Latitud: 134.2165177
126.119.157.109, Longitud: 26.1879442, Latitud: 50.5394603
107.223.47.42, Longitud: 64.0512077, Latitud: -21.9935647
109.23.83.95, Longitud: 35.5660663, Latitud: 45.4000935
219.119.177.105, Longitud: 26.1706093, Latitud: 50.621614
186.245.215.91, Longitud: 55.84867855, Latitud: 23.13006418938857
38.104.98.48, Longitud: 59.0542735, Latitud: 10.0277833
62.166.158.131, Longitud: 62.406656999999996, Latitud: 25.619122504807727
146.71.196.192, Longitud: -37.7485617, Latitud: -72.2773985
124.83.92.18, Longitud: 48.7390928, Latitud: 9.9374922
136.237.48.2, Longitud: 29.6852128, Latitud: 52.4750999
59.121.9.92, Longitud: 12.3600312, Latitud: -1.5453859
87.65.197.50, Longitud: 49.2644639, Latitud: -1.4866557
38.98.104.255, Longitud: 59.1355679, Latitud: 10.2079168
104.131.133.45, Longitud: 31.9908434, Latitud: 130.9698073
74.8.103.22, Longitud: -36.9636099, Latitud: -59.2197123
41.226.29.156, Longitud: 33.2483744, Latitud: 130.2020511
181.12.87.38, Longitud: 61.13220405, Latitud: 70.00665597471459
60.92.131.71, Longitud: 33.3495495, Latitud: 44.3920877
222.253.110.81, Longitud: 26.2642277, Latitud: 50.6182842
160.156.152.48, Longitud: -37.5212914, Latitud: -72.9922197
106.67.145.19, Longitud: 33.349789, Latitud: 44.4101322
183.162.77.29, Longitud: 34.5920589, Latitud: 135.6692552
191.126.247.67, Longitud: 48.9198486, Latitud: 8.0824618
105.140.180.119, Longitud: 26.1264243, Latitud: 50.5597804
49.134.1.62, Longitud: 48.5962005, Latitud: -84.6702245
103.9.12.0, Longitud: 35.5617851, Latitud: 45.4221247
89.3.53.8, Longitud: 29.5619406, Latitud: 52.6597234
209.38.82.93, Longitud: 49.8307064, Latitud: -102.3182732
62.171.67.76, Longitud: 51.4190218, Latitud: 12.1577258
181.20.157.27, Longitud: 34.6187923, Latitud: 135.623922
212.23.163.127, Longitud: 44.8056799, Latitud: -95.5457993
208.22.212.66, Longitud: 36.1829989, Latitud: 43.9901506
146.6.71.99, Longitud: 29.4776402, Latitud: 73.117434
140.164.154.174, Longitud: 10.7458255, Latitud: 106.6789223
223.79.170.112, Longitud: 36.2119943, Latitud: 44.0387335
217.190.34.170, Longitud: 36.2101878, Latitud: 44.0109514
159.162.71.61, Longitud: 34.7468288, Latitud: 10.5778431
107.235.236.120, Longitud: 46.2150439, Latitud: 15.3822249
93.11.14.4, Longitud: 48.7830511, Latitud: 10.0207791
22.154.234.58, Longitud: 35.5554201, Latitud: 45.4773386
53.83.195.79, Longitud: 46.5006137, Latitud: -63.408807
93.96.41.62, Longitud: 41.7187211, Latitud: 12.3144655
43.6.7.172, Longitud: 29.6263753, Latitud: 52.5934019
30.195.125.61, Longitud: 35.5700015, Latitud: 45.378117
148.105.72.234, Longitud: 36.3605055, Latitud: 43.1418452
9.253.195.248, Longitud: 25.0138718, Latitud: 121.5274571
81.6.18.242, Longitud: 60.3509059, Latitud: 25.0756043
208.121.254.185, Longitud: 21.0074603, Latitud: 105.9496433
3.221.3.115, Longitud: 48.3259767, Latitud: -84.5517184
179.197.192.228, Longitud: 32.1615711, Latitud: -106.7056078
2.49.224.156, Longitud: 36.2043595, Latitud: 44.0442617
42.2.75.92, Longitud: 39.393379, Latitud: -79.150221
197.208.96.83, Longitud: 43.0472636, Latitud: 6.1463437
54.119.64.212, Longitud: 37.9449796, Latitud: -92.9878916
52.153.218.11, Longitud: 36.2042586, Latitud: 44.0170127
97.190.101.140, Longitud: 60.3189774, Latitud: 25.1149157
24.97.116.0, Longitud: 27.3516717, Latitud: 53.1537937
30.2.29.198, Longitud: 29.6127778, Latitud: 52.5731097
214.159.19.46, Longitud: 61.1994454, Latitud: 7.1536922
129.44.92.90, Longitud: 33.3465209, Latitud: 44.3992432
55.173.32.98, Longitud: 21.0396502, Latitud: 105.8227441
108.37.70.98, Longitud: 35.5739291, Latitud: 45.4157961
76.125.164.170, Longitud: 40.9847138, Latitud: -72.2277113
78.137.72.71, Longitud: 30.3250314, Latitud: 31.7648864
142.162.217.149, Longitud: 36.2155321, Latitud: 44.0085018
108.29.127.124, Longitud: 35.5713909, Latitud: 45.4145109
70.45.126.198, Longitud: 47.9307456, Latitud: -53.074978
182.43.194.26, Longitud: 56.1786967, Latitud: 22.5297664
194.16.102.31, Longitud: 36.3458481, Latitud: 43.1453536
64.49.229.85, Longitud: 46.7455247, Latitud: -1.5041461
65.250.37.80, Longitud: 41.6889485, Latitud: 33.5558457
64.231.64.126, Longitud: 24.9925427, Latitud: 121.5133058
181.13.140.54, Longitud: 70.0811677, Latitud: 25.0524862
152.175.21.58, Longitud: -31.553716, Latitud: -60.7581458
126.19.238.116, Longitud: 35.5751598, Latitud: 45.4050065
20.6.131.89, Longitud: 29.6374535, Latitud: 52.510793
166.252.124.12, Longitud: 44.8482502, Latitud: 2.7215923
172.104.181.69, Longitud: 25.0292927, Latitud: 121.5306152
76.173.92.12, Longitud: 35.6084692, Latitud: 140.4046639
142.213.248.60, Longitud: 36.793192, Latitud: -93.481877
155.45.191.225, Longitud: 26.1857203, Latitud: 50.5457689
55.212.28.0, Longitud: 48.6452996, Latitud: 12.4737111
109.110.48.170, Longitud: 53.8515407, Latitud: 13.6599006
110.28.116.226, Longitud: 26.2626952, Latitud: 50.6175403
95.113.215.45, Longitud: 32.577633, Latitud: 131.537813
58.105.116.79, Longitud: 35.5786057, Latitud: 45.4397464
216.128.206.101, Longitud: 36.1628482, Latitud: 43.9916207
36.12.26.9, Longitud: 56.790848, Latitud: 60.50272251518341
82.125.29.243, Longitud: 37.4994741, Latitud: 13.880716
6.102.89.218, Longitud: 50.9150817, Latitud: -104.5000619
37.6.235.175, Longitud: 34.3157293, Latitud: 133.9894603
103.41.144.122, Longitud: 35.562339, Latitud: 45.4209255
206.197.4.90, Longitud: 25.1145207, Latitud: 121.6449837
170.133.188.52, Longitud: 14.5514777, Latitud: 120.9977944
43.220.167.118, Longitud: 32.6406969, Latitud: 130.8819544
108.251.37.89, Longitud: 25.1102971, Latitud: 121.4043747
139.145.237.57, Longitud: -39.5296631, Latitud: -72.4001303
39.79.94.23, Longitud: 35.7255342, Latitud: 51.1771258
68.165.241.244, Longitud: 25.0680978, Latitud: 121.4953578
120.117.115.128, Longitud: 14.631618, Latitud: 120.9586842
94.13.255.44, Longitud: 47.0669401, Latitud: -53.5667083
80.142.174.48, Longitud: 49.5718882, Latitud: 17.8752695
140.81.110.114, Longitud: 24.9532548, Latitud: 121.3524434
161.7.53.76, Longitud: 10.7644257, Latitud: 106.608992
30.97.13.193, Longitud: 60.2111539, Latitud: 9.7244251
154.45.54.79, Longitud: 37.9828503, Latitud: -92.7825196
193.126.216.77, Longitud: 36.213769, Latitud: 43.9831872
160.100.249.36, Longitud: 47.156021, Latitud: 1.4450105
21.92.76.36, Longitud: 4.6823003, Latitud: -74.0675839
154.88.214.66, Longitud: 35.5899856, Latitud: 45.4067859
83.90.173.54, Longitud: 68.7866724, Latitud: 16.5406413
180.181.50.105, Longitud: 41.7388628, Latitud: -83.4571214
56.225.177.252, Longitud: 47.5951269, Latitud: -2.1086762
25.159.141.5, Longitud: 26.124577, Latitud: 50.5642496
209.2.166.217, Longitud: 36.2045225, Latitud: 44.0129681
155.179.111.69, Longitud: 35.5702379, Latitud: 45.39229
163.31.139.115, Longitud: 2.9879156, Latitud: 101.5430083
16.51.96.191, Longitud: 39.8678538, Latitud: 28.9892592
131.168.246.80, Longitud: -0.28856119999999996, Latitud: -76.66587866744993
27.20.183.121, Longitud: 45.135892, Latitud: -71.294723
79.107.109.60, Longitud: 54.6536439, Latitud: 24.9176399
167.122.117.110, Longitud: 32.1566592, Latitud: 34.9551672
22.41.23.173, Longitud: 12.390502, Latitud: -1.5545635
58.228.59.119, Longitud: 26.2132646, Latitud: 50.5571191
44.115.219.92, Longitud: 36.2169986, Latitud: 44.016664
109.97.167.26, Longitud: 10.797356, Latitud: 106.6052195
122.100.204.113, Longitud: 26.2267376, Latitud: 50.5776798
116.88.166.122, Longitud: 35.5793716, Latitud: 45.4419504
184.69.103.235, Longitud: 25.0674576, Latitud: 121.5005676
217.210.120.71, Longitud: 36.210253, Latitud: 44.0143004
70.224.128.195, Longitud: 47.6449128, Latitud: 6.2781872
155.169.166.61, Longitud: 56.2871556, Latitud: 22.3818264
190.71.61.129, Longitud: 10.7877527, Latitud: 106.5896003
133.121.115.46, Longitud: 33.3411467, Latitud: 44.3991235
38.178.75.53, Longitud: 58.9938379, Latitud: 9.8628002
14.36.36.189, Longitud: 45.40758, Latitud: -75.7168858
125.129.188.120, Longitud: 31.1992827, Latitud: -83.2511032
202.52.53.44, Longitud: 36.1710975, Latitud: 44.0021007
139.203.77.53, Longitud: 26.1855105, Latitud: 50.5440558
166.164.108.52, Longitud: 35.5755674, Latitud: 45.4190205
42.147.151.7, Longitud: 41.4278574, Latitud: 2.1524066
67.163.215.182, Longitud: 31.7344539, Latitud: -97.6653794
147.16.238.119, Longitud: 26.1236154, Latitud: 50.5646128
171.65.164.148, Longitud: 14.5335243, Latitud: 121.0034998
53.20.196.113, Longitud: 45.3897986, Latitud: -75.5490336
41.31.39.219, Longitud: 35.5802594, Latitud: 45.4510457
155.33.142.112, Longitud: 3.0158614, Latitud: 101.5452675
9.193.68.196, Longitud: 67.5598007, Latitud: 24.2454122
76.45.235.239, Longitud: 46.7020752, Latitud: 13.1611195
59.141.215.141, Longitud: 50.5434385, Latitud: 2.8401169
93.123.218.82, Longitud: 35.5735121, Latitud: 45.4677702
118.149.0.225, Longitud: 27.3516717, Latitud: 53.1537937
172.62.51.168, Longitud: 35.6007796, Latitud: 45.4099334
46.219.132.212, Longitud: 60.4104852, Latitud: 5.1957795
165.54.81.37, Longitud: 34.2044513, Latitud: 134.0612419
8.140.95.213, Longitud: 35.5427134, Latitud: 139.4638141
90.100.19.196, Longitud: 33.786401, Latitud: -81.9244016
198.125.243.35, Longitud: 38.674807, Latitud: 26.7532455
150.100.0.136, Longitud: 27.3516717, Latitud: 53.1537937
166.9.45.192, Longitud: 30.3214676, Latitud: 72.6476387
64.75.162.246, Longitud: 43.3866713, Latitud: -1.1412748
69.195.215.255, Longitud: 55.5436474, Latitud: 11.708348358720231
93.202.207.229, Longitud: 36.1615111, Latitud: 43.9786129
98.46.199.156, Longitud: 48.8038188, Latitud: 1.7828684
218.207.48.119, Longitud: 26.1701557, Latitud: 50.6221417
70.188.94.132, Longitud: 47.3314953, Latitud: 5.9081534
85.224.96.206, Longitud: 53.10142945, Latitud: 17.906324186769375
33.139.59.187, Longitud: 35.8390204, Latitud: 14.4637115
223.122.61.154, Longitud: 35.5782716, Latitud: 45.41737
211.236.66.150, Longitud: 47.528739, Latitud: 13.3557706
217.157.64.143, Longitud: 36.2171353, Latitud: 44.009932
40.181.93.57, Longitud: 44.5139533, Latitud: 33.514696350900124
32.36.201.177, Longitud: 53.15935235, Latitud: 15.400698422110715
164.197.47.88, Longitud: 48.0933499, Latitud: 6.0435873
67.197.216.28, Longitud: 48.8921631, Latitud: 7.9920494
189.164.239.63, Longitud: 26.0638946, Latitud: 42.6484108
166.14.10.152, Longitud: 29.8173637, Latitud: 52.3932678
162.77.220.0, Longitud: 48.6452996, Latitud: 12.4737111
177.75.118.55, Longitud: 59.2963794, Latitud: 18.0600594
201.165.244.10, Longitud: 36.163224, Latitud: 44.0058309
197.111.39.220, Longitud: 33.336687, Latitud: 44.4055297
209.181.54.93, Longitud: 49.811529, Latitud: -102.4197215
120.37.73.114, Longitud: 29.5788959, Latitud: 52.6137452
87.184.246.255, Longitud: 35.378327, Latitud: 139.175941
121.140.83.3, Longitud: 37.281722, Latitud: -104.3826793
152.244.247.148, Longitud: 23.833487, Latitud: 120.7545948
3.100.120.169, Longitud: 60.2737985, Latitud: 5.331414
5.92.139.153, Longitud: 40.9556056, Latitud: -72.2797357
135.163.78.255, Longitud: -7.6627353, Latitud: 111.1880144
24.71.193.88, Longitud: 37.5089642, Latitud: 127.1039133
18.166.162.184, Longitud: 65.9979354, Latitud: 12.2679898
215.48.144.124, Longitud: 35.5753918, Latitud: 45.4452571
87.99.62.85, Longitud: 46.981927, Latitud: -0.9173758
89.244.137.12, Longitud: 61.1300905, Latitud: 70.42672999354087
118.94.201.211, Longitud: 35.5811246, Latitud: 45.425165
85.117.184.66, Longitud: 29.3935647, Latitud: 54.4538614
221.173.34.68, Longitud: 46.190589, Latitud: 14.8997541
74.234.135.2, Longitud: 7.2046264, Latitud: 125.8832581
157.58.178.171, Longitud: 60.3108834, Latitud: 5.2767795
149.58.218.33, Longitud: 35.5751254, Latitud: 45.4629329
91.8.226.184, Longitud: 48.7636559, Latitud: 9.9173157
112.239.124.67, Longitud: 24.9001903, Latitud: 121.2763571
146.95.29.39, Longitud: 36.988185, Latitud: -92.352266
23.99.255.249, Longitud: 26.3882039, Latitud: 127.8290482
146.231.19.15, Longitud: 62.5444111, Latitud: 6.2854074
145.215.59.238, Longitud: 14.6060559, Latitud: 120.9709528
136.111.117.206, Longitud: 24.1025429, Latitud: 120.8053342
11.167.104.133, Longitud: 58.69638, Latitud: 5.656273
149.8.253.255, Longitud: 26.2213178, Latitud: 50.548768
34.193.34.44, Longitud: 41.0513823, Latitud: 29.2428622
24.89.73.19, Longitud: 36.1842972, Latitud: 5.445516733589516
91.57.197.64, Longitud: 22.8578076, Latitud: 120.263167
29.87.203.99, Longitud: 29.5611667, Latitud: 52.6615518
2.41.39.57, Longitud: 35.7021088, Latitud: 51.4791654
83.91.212.199, Longitud: 43.19363279777778, Latitud: -79.18936668888888
166.227.57.250, Longitud: 36.1754325, Latitud: 44.0352006
200.64.128.243, Longitud: 24.5119143, Latitud: 120.834825
28.206.79.11, Longitud: 58.459554, Latitud: 6.015949
52.139.162.61, Longitud: 59.324748400000004, Latitud: 18.530778904421105
22.124.197.82, Longitud: 21.0451209, Latitud: 105.9283921
16.35.54.159, Longitud: 55.7403774, Latitud: 12.4573969
73.15.235.234, Longitud: 24.7401237, Latitud: 125.2654389
193.136.71.79, Longitud: -11.879306, Latitud: -77.0182421
57.173.38.176, Longitud: 40.71372545, Latitud: 0.7421650487864491
168.110.68.76, Longitud: 26.1266063, Latitud: 50.5575311
209.218.201.15, Longitud: 33.062283, Latitud: 129.105217
13.128.249.101, Longitud: 25.1722697, Latitud: 121.4403784
200.130.108.108, Longitud: 36.1991953, Latitud: 44.013182
68.209.144.228, Longitud: 62.4423122, Latitud: 23.946672
215.204.154.137, Longitud: 26.2651473, Latitud: 50.6190641
207.14.189.192, Longitud: 36.1693529, Latitud: 43.9876852
98.168.39.41, Longitud: 37.266038, Latitud: 127.000991
53.174.165.50, Longitud: 10.7600008, Latitud: 106.6480658
56.147.68.26, Longitud: 38.3242011, Latitud: 34.2536938
55.135.72.196, Longitud: 49.2905423, Latitud: 5.4692153
130.136.2.187, Longitud: 48.74922415, Latitud: 8.817986345691406
93.255.220.164, Longitud: 40.3648544, Latitud: -78.4298352
134.201.17.36, Longitud: 48.605594, Latitud: -83.8137229
73.126.11.88, Longitud: 35.5772239, Latitud: 45.4001876
46.116.158.41, Longitud: 21.0439944, Latitud: 105.8792004
16.72.44.155, Longitud: 40.210697, Latitud: 28.9368226
54.194.96.66, Longitud: 55.8624934, Latitud: 22.6157145
187.184.85.75, Longitud: 40.8965829, Latitud: 17.2671419
159.112.5.71, Longitud: 38.07898505, Latitud: -92.80712457667096
73.83.62.5, Longitud: 29.5638951, Latitud: 52.6579732
128.132.174.122, Longitud: 26.1921685, Latitud: 50.5382846
138.165.149.89, Longitud: -0.29041510000000004, Latitud: -76.65752115830598
81.91.168.250, Longitud: 56.7121176, Latitud: -5.2379636
202.188.175.159, Longitud: 23.4820143, Latitud: 120.5604047
136.156.230.177, Longitud: 53.9605729, Latitud: -2.0231258
70.71.1.240, Longitud: -23.1366764, Latitud: -70.3434148
167.49.230.86, Longitud: 30.257013, Latitud: -92.014915
94.92.123.229, Longitud: -25.997703950000002, Latitud: 28.04190434852393
139.32.127.161, Longitud: 3.0092502, Latitud: 101.5274281
89.68.30.39, Longitud: 48.6861055, Latitud: -123.4093657
119.182.67.191, Longitud: 26.1870856, Latitud: 50.5484122
30.137.246.67, Longitud: 50.5008165, Latitud: 30.3950166
144.211.205.177, Longitud: 22.9481747, Latitud: 120.2511977
131.44.182.99, Longitud: 23.5828353, Latitud: 58.3477241
129.81.229.66, Longitud: 33.3467294, Latitud: 44.3921095
29.210.199.134, Longitud: 34.4647055, Latitud: 135.8007497
81.6.98.133, Longitud: 25.6626696, Latitud: 58.8132793
202.198.161.39, Longitud: 25.1230858, Latitud: 121.7399656
131.5.173.123, Longitud: 33.8651274, Latitud: 35.5818122
64.225.39.70, Longitud: 26.2041033, Latitud: 50.5621876
154.238.114.103, Longitud: -0.16368515, Latitud: -76.64983435833976
183.160.88.203, Longitud: 26.1910195, Latitud: 50.5478676
99.159.120.250, Longitud: 64.2553472, Latitud: -15.2084782
173.226.45.5, Longitud: 38.2620778, Latitud: 140.3317435
172.86.131.242, Longitud: 53.3416766, Latitud: 17.4775744
79.163.208.121, Longitud: 24.4608126, Latitud: 120.719096
188.195.132.152, Longitud: 25.0172305, Latitud: 121.5507706
134.83.192.53, Longitud: 54.243769650000004, Latitud: 23.5131704566556
146.66.58.124, Longitud: 35.5825645, Latitud: 45.4240438
112.83.47.199, Longitud: 25.0869067, Latitud: 121.5188542
172.45.58.10, Longitud: 48.13171680000001, Latitud: -1.7026530714802766
125.0.157.147, Longitud: 45.1664166, Latitud: -68.2241941
122.85.26.134, Longitud: 29.3935647, Latitud: 54.4538614
156.209.220.178, Longitud: 23.1425666, Latitud: 120.4027731
189.114.236.0, Longitud: 27.3516717, Latitud: 53.1537937
204.16.144.58, Longitud: 35.5874552, Latitud: 45.4200335
177.91.250.169, Longitud: 48.2376094, Latitud: -3.4209948
55.35.250.127, Longitud: 54.2131819, Latitud: 24.5912961
117.172.147.141, Longitud: -21.83876, Latitud: -68.614709
148.137.131.72, Longitud: 55.5320754, Latitud: 23.2265999
125.48.194.182, Longitud: 22.6221445, Latitud: 120.2999942
31.4.151.213, Longitud: 41.2159609, Latitud: -3.1154145
30.90.220.231, Longitud: 26.2031885, Latitud: 127.6530712
202.206.69.254, Longitud: 27.3172386, Latitud: 53.2282303
111.95.154.37, Longitud: 36.1789999, Latitud: 44.0167742
104.136.248.98, Longitud: 30.0451439, Latitud: -99.1452072
173.204.116.109, Longitud: 46.1050426, Latitud: -70.6544018
78.150.228.167, Longitud: 26.1259993, Latitud: 50.5575691
48.181.209.55, Longitud: 35.3728405, Latitud: 128.8512238
124.90.100.144, Longitud: 23.9431357, Latitud: 120.5885714
2.149.179.148, Longitud: 10.769101, Latitud: 106.661102
68.73.53.108, Longitud: 30.3249791, Latitud: 31.7684614
194.9.43.111, Longitud: 10.7264645, Latitud: 106.6260652
149.161.100.251, Longitud: 23.7544857, Latitud: 120.6772876
118.57.55.61, Longitud: 51.061104150000006, Latitud: -0.3155955021963147
215.1.165.226, Longitud: 24.3847328, Latitud: 123.7478711
53.150.193.166, Longitud: 59.07908, Latitud: 10.1599188
54.82.149.47, Longitud: 37.9297929, Latitud: 71.593691588522
9.84.46.87, Longitud: 45.51994475, Latitud: 9.181313083892288
167.246.50.15, Longitud: 62.5834128, Latitud: 29.7962813
70.140.108.104, Longitud: 36.2021282, Latitud: 44.0133608
162.127.11.97, Longitud: -26.2144104, Latitud: 28.37233629534896
57.78.118.188, Longitud: 43.0471308, Latitud: 13.5318507
47.228.93.22, Longitud: 37.4603669, Latitud: 127.0270438
104.3.53.6, Longitud: 35.5655838, Latitud: 45.4252898
196.69.154.58, Longitud: 47.2099847, Latitud: 3.1821081
38.42.25.78, Longitud: 53.130049799999995, Latitud: 103.09621513591236
47.21.51.140, Longitud: 48.6225497, Latitud: 22.2883291
174.59.36.133, Longitud: 52.66157, Latitud: 16.08292
159.83.251.42, Longitud: 58.3752949, Latitud: 8.3728082
141.164.42.103, Longitud: 23.9488006, Latitud: 120.5756444
101.187.83.227, Longitud: 26.2635321, Latitud: 50.6186029
189.238.54.93, Longitud: 25.0762981, Latitud: 121.4326434
86.53.173.201, Longitud: 23.1848704, Latitud: 120.2411348
87.209.130.101, Longitud: 35.6745458, Latitud: -89.5722618
195.93.51.184, Longitud: 52.70786005, Latitud: 16.379161605712376
205.170.148.80, Longitud: 49.9206214, Latitud: 2.8611417
97.242.135.125, Longitud: 10.7712473, Latitud: 106.6791028
24.67.24.38, Longitud: -18.056411, Latitud: -70.2478717
120.187.68.51, Longitud: 34.6174634, Latitud: 50.8433183
138.26.69.87, Longitud: 57.8541267, Latitud: 26.827973
139.214.6.173, Longitud: 65.3218756, Latitud: 25.3716223
166.102.183.89, Longitud: 25.0332488, Latitud: 121.5419007
187.200.251.106, Longitud: 25.0426085, Latitud: 121.5488495
139.56.163.183, Longitud: 40.712652000000006, Latitud: 0.7346789987281388
139.126.100.28, Longitud: 34.7342734, Latitud: 135.4594551
172.158.38.54, Longitud: 71.0445897, Latitud: 25.896399
155.8.76.216, Longitud: 36.9555, Latitud: -92.516542
84.68.232.23, Longitud: 36.1634394, Latitud: 44.0282872
136.115.127.204, Longitud: 26.1855608, Latitud: 50.5434522
116.140.2.139, Longitud: 29.5628934, Latitud: 52.6262766
98.175.166.169, Longitud: 34.5087738, Latitud: 135.7961263
137.62.134.36, Longitud: 34.1047518, Latitud: 134.5424252
141.203.124.227, Longitud: 26.1854262, Latitud: 50.5442726
193.67.216.66, Longitud: 36.2136783, Latitud: 43.97784
76.162.102.48, Longitud: 36.3445758, Latitud: 43.1486048
218.39.63.72, Longitud: 36.2082316, Latitud: 44.0171855
98.131.97.82, Longitud: 44.0384289, Latitud: 1.1026481
176.2.216.89, Longitud: 23.1992631, Latitud: 120.2904262
53.24.199.101, Longitud: -17.9815058, Latitud: -70.2371672
101.143.134.96, Longitud: 29.562193, Latitud: 52.661862
153.65.63.177, Longitud: 63.9061896, Latitud: 24.5143528
29.100.5.152, Longitud: 6.3576846, Latitud: 2.4241584
47.181.87.212, Longitud: 44.3096112, Latitud: 0.7096471
194.41.145.80, Longitud: 49.9123422, Latitud: 3.0130644
108.23.176.221, Longitud: 35.5712055, Latitud: 45.4136102
106.19.230.117, Longitud: 36.1933282, Latitud: 44.0038234
43.146.46.48, Longitud: 45.3041691, Latitud: 7.5479547
63.224.43.131, Longitud: 49.475324, Latitud: 15.4784744
99.214.53.6, Longitud: 34.78297, Latitud: 135.424596
10.21.40.70, Longitud: 48.709193, Latitud: 10.1112339
47.46.56.182, Longitud: 26.205334, Latitud: 127.6995257
49.74.152.101, Longitud: 64.1362355, Latitud: -21.9328038
37.45.99.142, Longitud: 46.0785031, Latitud: -86.582595
45.70.194.203, Longitud: -26.7921027, Latitud: -65.2422746
45.54.28.183, Longitud: 31.6114374, Latitud: 131.323323
179.64.221.192, Longitud: 25.0271218, Latitud: 121.5468385
129.60.74.208, Longitud: 33.3472357, Latitud: 44.3965673
154.152.101.115, Longitud: 59.7218048, Latitud: 10.8462417
88.109.240.0, Longitud: 55.0385464, Latitud: -1.7110522
75.199.234.218, Longitud: 56.2679656, Latitud: 21.5049887
67.42.190.149, Longitud: 29.7966204, Latitud: 52.4142421
197.93.111.247, Longitud: 25.1069304, Latitud: 121.5331912
13.70.208.101, Longitud: 12.3764835, Latitud: -1.4903963
132.1.152.25, Longitud: 34.698522, Latitud: -82.46468
221.235.127.240, Longitud: 10.7456891, Latitud: 106.6370734
70.169.5.174, Longitud: 39.1067058, Latitud: -94.6213334
77.197.38.174, Longitud: 55.475106, Latitud: 22.6502431
48.37.225.72, Longitud: 35.7782595, Latitud: 127.800529
52.59.143.72, Longitud: 40.6687071, Latitud: 37.8055798
139.137.110.129, Longitud: 20.9200448, Latitud: -89.6251318
130.245.119.27, Longitud: 60.7208173, Latitud: 24.7371807
85.27.135.65, Longitud: 36.8235925, Latitud: 54.4377191
94.97.255.36, Longitud: 40.9207147, Latitud: -72.8944467
111.107.128.72, Longitud: 35.5845655, Latitud: 45.3885771
189.7.51.229, Longitud: 29.3084947, Latitud: 72.9607653784146
192.128.135.134, Longitud: 48.7988844, Latitud: 2.0450613
158.198.96.52, Longitud: 47.9226375, Latitud: 5.5790352
219.7.121.109, Longitud: 26.2633516, Latitud: 50.6201208
62.209.140.41, Longitud: 54.9534761, Latitud: 23.0576763
51.185.15.156, Longitud: 56.6172024, Latitud: 63.7069279
211.172.185.179, Longitud: 20.9906402, Latitud: 105.8757278
55.211.166.48, Longitud: 37.3406103, Latitud: 28.1374932
58.49.119.107, Longitud: 26.1253659, Latitud: 50.5590959
157.217.239.62, Longitud: 50.6652815, Latitud: 1.7469737
72.122.155.58, Longitud: 49.4690664, Latitud: 18.1595738
72.234.236.21, Longitud: 36.7272741, Latitud: 10.464533856922456
14.92.169.140, Longitud: 52.1796143, Latitud: 21.5708
90.56.152.69, Longitud: 37.773244000000005, Latitud: -92.87344925860215
181.206.144.56, Longitud: 35.5876079, Latitud: 45.4204779
208.43.204.98, Longitud: 36.1807099, Latitud: 43.9889116
129.47.237.73, Longitud: 33.3476006, Latitud: 44.3972088
24.69.54.19, Longitud: 36.1842972, Latitud: 5.445516733589516
35.9.253.226, Longitud: 26.2626952, Latitud: 50.6175403
196.188.180.19, Longitud: 60.5645493, Latitud: 21.6031791
223.93.62.4, Longitud: 29.5629963, Latitud: 52.6574068
43.99.171.252, Longitud: 45.0614405, Latitud: 3.690891
78.14.163.245, Longitud: 39.1146662, Latitud: 16.2174379
103.55.27.226, Longitud: 35.5604872, Latitud: 45.4183204
168.13.135.50, Longitud: 33.3388086, Latitud: 44.4137133
140.229.191.208, Longitud: 36.1684939, Latitud: 44.0347338
11.13.205.219, Longitud: 48.7962153, Latitud: 10.1529818
174.34.245.24, Longitud: 55.5110187, Latitud: 24.6909493
3.202.209.161, Longitud: 36.1728862, Latitud: 43.9720193
150.52.21.210, Longitud: 35.5861906, Latitud: 45.4008699
50.148.144.69, Longitud: 35.5862066, Latitud: 45.4168574
167.13.237.140, Longitud: -24.2537392, Latitud: -65.2548317
54.129.193.102, Longitud: 10.7998777, Latitud: 106.6950545
65.78.197.15, Longitud: 39.092434, Latitud: 43.3392981
206.145.41.96, Longitud: 36.1621588, Latitud: 43.987069
149.38.185.251, Longitud: 24.9980287, Latitud: 121.4609684
197.155.19.173, Longitud: 55.781306, Latitud: 12.5267523
154.82.157.47, Longitud: 35.5925678, Latitud: 45.4101513
92.166.115.158, Longitud: 48.8647539, Latitud: 2.1611767
33.46.172.215, Longitud: 34.6299034, Latitud: 133.9664218
19.167.127.219, Longitud: 55.9350841, Latitud: 12.3604095
44.127.30.90, Longitud: 30.2942496, Latitud: 56.9822125
81.248.83.86, Longitud: 9.9908739, Latitud: -84.7117783
77.3.191.253, Longitud: 29.5605529, Latitud: 52.6542401
175.238.9.58, Longitud: 63.9741781, Latitud: 25.7624597
96.4.186.47, Longitud: 60.2899873, Latitud: 25.0936696
110.197.223.60, Longitud: 25.1066041, Latitud: 121.5337452
91.63.208.46, Longitud: 61.1569801, Latitud: 5.502897
114.31.59.163, Longitud: 35.5766445, Latitud: 45.4296529
83.24.46.255, Longitud: 29.5576492, Latitud: 52.6575377
41.166.181.127, Longitud: 47.7628626, Latitud: 1.0020663
